"名称","住所","MTENO","LinkNo","経度","緯度","分類"
"","","25","1783","135.38168128773","34.240783551882","埋蔵文化財包蔵地_点"
"","","28","1786","135.384934481388","34.2420963654578","埋蔵文化財包蔵地_点"
"","","11","1814","135.372988596163","34.245622744426","埋蔵文化財包蔵地_点"
"","","26","1784","135.37175785487","34.242285126747","埋蔵文化財包蔵地_点"
"","","9","1841","135.397817228415","34.2847995996571","埋蔵文化財包蔵地_点"
"","","11","1843","135.392897483096","34.2837167223476","埋蔵文化財包蔵地_点"
"","","17","1775","135.378712162247","34.2836250206867","埋蔵文化財包蔵地_点"
"","","40","1798","135.374585803438","34.2789191455769","埋蔵文化財包蔵地_点"
"","","15","1773","135.370847551856","34.273846324087","埋蔵文化財包蔵地_点"
"","","13","1845","135.397834966162","34.2741940910456","埋蔵文化財包蔵地_点"
"","","2","1834","135.403129257838","34.2818128941572","埋蔵文化財包蔵地_点"
"","","29","1787","135.384156187313","34.3074179604376","埋蔵文化財包蔵地_点"
"","","7","1839","135.413274491638","34.2995115812361","埋蔵文化財包蔵地_点"
"","","19","1851","135.404614166312","34.3032461886999","埋蔵文化財包蔵地_点"
"","","24","1856","135.402607906564","34.3084901966125","埋蔵文化財包蔵地_点"
"","","8","1840","135.398151559125","34.3092942475733","埋蔵文化財包蔵地_点"
"","","12","1844","135.385513475429","34.2898350168235","埋蔵文化財包蔵地_点"
"","","15","1909","135.41183290849","34.2048228342101","埋蔵文化財包蔵地_点"
"","","10","1842","135.398165971269","34.2826172228646","埋蔵文化財包蔵地_点"
"","","21","1915","135.389912314071","34.1952222127188","埋蔵文化財包蔵地_点"
"","","4","1734","135.384483670278","34.1382670713574","埋蔵文化財包蔵地_点"
"","","24","1753","135.4034868243","34.1427942434891","埋蔵文化財包蔵地_点"
"","","23","1752","135.403928375976","34.1517146173806","埋蔵文化財包蔵地_点"
"","","9","1739","135.412944694287","34.1697197111609","埋蔵文化財包蔵地_点"
"","","19","2487","135.395903192638","34.1079094516063","埋蔵文化財包蔵地_点"
"","","1","1731","135.37311462389","34.1421942530385","埋蔵文化財包蔵地_点"
"","","41","1872","135.401922566407","34.2799248608792","埋蔵文化財包蔵地_点"
"","","23","1855","135.405915222952","34.2771261617314","埋蔵文化財包蔵地_点"
"","","1","1830","135.406512250962","34.2820400999771","埋蔵文化財包蔵地_点"
"","","3","1835","135.404246869143","34.2817319844868","埋蔵文化財包蔵地_点"
"","","22","1854","135.405507890123","34.2830157701246","埋蔵文化財包蔵地_点"
"","","4","1836","135.405946694408","34.284206400441","埋蔵文化財包蔵地_点"
"","","5","1837","135.410199166072","34.2826189428052","埋蔵文化財包蔵地_点"
"","","39","1797","135.411519323207","34.237164520525","埋蔵文化財包蔵地_点"
"","","31","1863","135.411432369237","34.2386475718941","埋蔵文化財包蔵地_点"
"","","18","1748","135.406387684602","34.1746069135802","埋蔵文化財包蔵地_点"
"","","3","2978","135.382436236253","33.9603803695633","埋蔵文化財包蔵地_点"
"","","5","2980","135.415172728069","33.9558715904308","埋蔵文化財包蔵地_点"
"","","10","2985","135.389318121002","33.9653984140817","埋蔵文化財包蔵地_点"
"","","20","3268","135.376266346164","33.7615854121167","埋蔵文化財包蔵地_点"
"","","45","3293","135.377010212643","33.7570183359769","埋蔵文化財包蔵地_点"
"","","25","3273","135.379274993317","33.7551823556189","埋蔵文化財包蔵地_点"
"","","26","3274","135.379152494871","33.7527635758523","埋蔵文化財包蔵地_点"
"","","53","3301","135.393815833343","33.7594950001954","埋蔵文化財包蔵地_点"
"","","57","3305","135.394328820726","33.7560131739836","埋蔵文化財包蔵地_点"
"","","22","3270","135.375707556284","33.7590562775916","埋蔵文化財包蔵地_点"
"","","58","3306","135.398025189616","33.7546526260022","埋蔵文化財包蔵地_点"
"","","27","3275","135.37704976582","33.7549311705118","埋蔵文化財包蔵地_点"
"","","55","3303","135.415411691009","33.7627437223343","埋蔵文化財包蔵地_点"
"","","7","2475","135.376042046272","34.0522796399034","埋蔵文化財包蔵地_点"
"","","19","3267","135.377020770896","33.7661804937519","埋蔵文化財包蔵地_点"
"","","54","3302","135.400079510329","33.7659733589458","埋蔵文化財包蔵地_点"
"","","56","3304","135.408886703079","33.7577802292777","埋蔵文化財包蔵地_点"
"","","156","3395","135.4000162807","33.7535776647293","埋蔵文化財包蔵地_点"
"","","52","3300","135.401404999988","33.7576338892917","埋蔵文化財包蔵地_点"
"","","50","3298","135.407775005875","33.763564427646","埋蔵文化財包蔵地_点"
"","","41","3561","135.377630999424","33.6519861127138","埋蔵文化財包蔵地_点"
"","","40","3560","135.378988508467","33.6541352896609","埋蔵文化財包蔵地_点"
"","","39","3559","135.37978525739","33.6556509870805","埋蔵文化財包蔵地_点"
"","","36","3556","135.384300590717","33.65738277627","埋蔵文化財包蔵地_点"
"","","62","3582","135.387800424295","33.6626722255784","埋蔵文化財包蔵地_点"
"","","64","3584","135.38612941504","33.6632079755494","埋蔵文化財包蔵地_点"
"","","35","3555","135.386711331473","33.6659563239149","埋蔵文化財包蔵地_点"
"","","34","3554","135.384676812687","33.6687781661912","埋蔵文化財包蔵地_点"
"","","33","3553","135.381550445158","33.6693083716261","埋蔵文化財包蔵地_点"
"","","53","3573","135.387203135532","33.6019594505789","埋蔵文化財包蔵地_点"
"","","60","3580","135.379087953675","33.6530945461135","埋蔵文化財包蔵地_点"
"","","8","3611","135.381299781859","33.6522827398919","埋蔵文化財包蔵地_点"
"","","7","3610","135.380676700976","33.6522535608746","埋蔵文化財包蔵地_点"
"","","6","3609","135.380037411983","33.6523301166273","埋蔵文化財包蔵地_点"
"","","5","3608","135.379841978586","33.6528560106408","埋蔵文化財包蔵地_点"
"","","4","3607","135.380593516064","33.6538300944311","埋蔵文化財包蔵地_点"
"","","139","3378","135.39047081634","33.7025949772104","埋蔵文化財包蔵地_点"
"","","28","3548","135.37876527786","33.6794311169179","埋蔵文化財包蔵地_点"
"","","59","3579","135.388416433882","33.6761330486604","埋蔵文化財包蔵地_点"
"","","3","3606","135.379952089122","33.6537577761184","埋蔵文化財包蔵地_点"
"","","155","3394","135.382197494476","33.6995044116213","埋蔵文化財包蔵地_点"
"","","67","3315","135.389682707293","33.7501267047274","埋蔵文化財包蔵地_点"
"","","69","3317","135.388962357805","33.7520864083625","埋蔵文化財包蔵地_点"
"","","65","3313","135.391117322501","33.7515333415663","埋蔵文化財包蔵地_点"
"","","66","3314","135.391589656993","33.7498449982419","埋蔵文化財包蔵地_点"
"","","68","3316","135.387356166997","33.7498137132041","埋蔵文化財包蔵地_点"
"","","131","3370","135.382283305226","33.735195297547","埋蔵文化財包蔵地_点"
"","","31","3279","135.382869406419","33.7502314429624","埋蔵文化財包蔵地_点"
"","","88","3337","135.393297778013","33.7403968329124","埋蔵文化財包蔵地_点"
"","","64","3312","135.395142907026","33.7502154890181","埋蔵文化財包蔵地_点"
"","","61","3309","135.398278444539","33.7503521536502","埋蔵文化財包蔵地_点"
"","","72","3320","135.385636035401","33.7422326553086","埋蔵文化財包蔵地_点"
"","","90","3339","135.396234458848","33.7434217757395","埋蔵文化財包蔵地_点"
"","","181","3419","135.396664039704","33.7422976685099","埋蔵文化財包蔵地_点"
"","","179","3417","135.398138622601","33.7418287074026","埋蔵文化財包蔵地_点"
"","","32","3280","135.385763266272","33.7512007676683","埋蔵文化財包蔵地_点"
"","","70","3318","135.383550279353","33.7442961577342","埋蔵文化財包蔵地_点"
"","","163","3402","135.384861388851","33.7453897220894","埋蔵文化財包蔵地_点"
"","","36","3284","135.376636519903","33.7395706468885","埋蔵文化財包蔵地_点"
"","","76","3596","135.386359135852","33.6733290218743","埋蔵文化財包蔵地_点"
"","","33","3281","135.38039536957","33.7443328321435","埋蔵文化財包蔵地_点"
"","","24","3272","135.376092832862","33.7540976715514","埋蔵文化財包蔵地_点"
"","","23","3271","135.376317390761","33.7516026847223","埋蔵文化財包蔵地_点"
"","","28","3276","135.378370105608","33.7504159889403","埋蔵文化財包蔵地_点"
"","","29","3277","135.382696388842","33.7535314718925","埋蔵文化財包蔵地_点"
"","","30","3278","135.383638130259","33.7521677906547","埋蔵文化財包蔵地_点"
"","","43","3291","135.373317526722","33.7505973923956","埋蔵文化財包蔵地_点"
"","","160","3399","135.3765667678","33.7444936848138","埋蔵文化財包蔵地_点"
"","","153","3392","135.379434941569","33.7469016870054","埋蔵文化財包蔵地_点"
"","","161","3400","135.379863013625","33.7496698903941","埋蔵文化財包蔵地_点"
"","","19","3653","135.416156533178","33.7027525904598","埋蔵文化財包蔵地_点"
"","","51","3571","135.413899446147","33.6777316071573","埋蔵文化財包蔵地_点"
"","","49","3569","135.403514402573","33.6750610000592","埋蔵文化財包蔵地_点"
"","","67","3587","135.396518303707","33.6842689465351","埋蔵文化財包蔵地_点"
"","","133","3372","135.400584139054","33.7251895289659","埋蔵文化財包蔵地_点"
"","","134","3373","135.400754528392","33.726730555843","埋蔵文化財包蔵地_点"
"","","138","3377","135.400654500089","33.7136223329285","埋蔵文化財包蔵地_点"
"","","180","3418","135.403081388628","33.7171781942614","埋蔵文化財包蔵地_点"
"","","165","3404","135.401252559255","33.7168098363397","埋蔵文化財包蔵地_点"
"","","136","3375","135.397215894031","33.7185053059395","埋蔵文化財包蔵地_点"
"","","137","3376","135.396064444303","33.7152536106867","埋蔵文化財包蔵地_点"
"","","164","3403","135.397968527832","33.7010872452927","埋蔵文化財包蔵地_点"
"","","135","3374","135.415217941313","33.7189317042386","埋蔵文化財包蔵地_点"
"","","56","3692","135.407114756619","33.6833723787745","埋蔵文化財包蔵地_点"
"","","21","3655","135.400743709033","33.6913008457501","埋蔵文化財包蔵地_点"
"","","104","3353","135.379633693992","33.7343118329581","埋蔵文化財包蔵地_点"
"","","166","3405","135.375503055816","33.7281816418094","埋蔵文化財包蔵地_点"
"","","121","3361","135.387509622241","33.7281166286455","埋蔵文化財包蔵地_点"
"","","118-1","3357","135.382663551022","33.7279007394153","埋蔵文化財包蔵地_点"
"","","120","3360","135.385516241107","33.7281951204402","埋蔵文化財包蔵地_点"
"","","118-2","3358","135.381722249975","33.7297447779445","埋蔵文化財包蔵地_点"
"","","167","3406","135.383847805314","33.7243694543026","埋蔵文化財包蔵地_点"
"","","126","3365","135.387966926528","33.7214147203631","埋蔵文化財包蔵地_点"
"","","119","3359","135.384399817651","33.7309627900166","埋蔵文化財包蔵地_点"
"","","132","3371","135.383813255339","33.7356915101532","埋蔵文化財包蔵地_点"
"","","130","3369","135.385007049248","33.7340541264474","埋蔵文化財包蔵地_点"
"","","129","3368","135.388976887481","33.7329477634443","埋蔵文化財包蔵地_点"
"","","128","3367","135.387555923982","33.7310973279981","埋蔵文化財包蔵地_点"
"","","127","3366","135.390760458717","33.7304995662563","埋蔵文化財包蔵地_点"
"","","107","3355","135.376021124535","33.7300709488923","埋蔵文化財包蔵地_点"
"","","125","3364","135.385249989055","33.7201362181563","埋蔵文化財包蔵地_点"
"","","102","3351","135.377416138231","33.7341832734494","埋蔵文化財包蔵地_点"
"","","154","3393","135.375943943968","33.7332812499556","埋蔵文化財包蔵地_点"
"","","108","3356","135.380238184662","33.7333840034681","埋蔵文化財包蔵地_点"
"","","103","3352","135.378727105531","33.7330209302917","埋蔵文化財包蔵地_点"
"","","124","3363","135.384873621045","33.7214953922582","埋蔵文化財包蔵地_点"
"","","122","3362","135.384578621191","33.725632025188","埋蔵文化財包蔵地_点"
"","","52","3572","135.400080248697","33.6316989006078","埋蔵文化財包蔵地_点"
"","","61","3581","135.409406141287","33.6495840964937","埋蔵文化財包蔵地_点"
"","","58","3578","135.406154893104","33.6515999805595","埋蔵文化財包蔵地_点"
"","","45","3565","135.403212456486","33.6544930040227","埋蔵文化財包蔵地_点"
"","","46","3566","135.402809697011","33.6632388808003","埋蔵文化財包蔵地_点"
"","","47","3567","135.408471256647","33.6675822091421","埋蔵文化財包蔵地_点"
"","","60","9999","135.407254562497","33.7380228351318","埋蔵文化財包蔵地_点"
"","","63","3311","135.398880771829","33.7471634266674","埋蔵文化財包蔵地_点"
"","","74","3322","135.400359162114","33.7434205112435","埋蔵文化財包蔵地_点"
"","","59","3307","135.401119240037","33.7523336880231","埋蔵文化財包蔵地_点"
"","","73","3321","135.40141488515","33.7510762748561","埋蔵文化財包蔵地_点"
"","","71","3319","135.402844891164","33.749705481845","埋蔵文化財包蔵地_点"
"","","62","3310","135.401246456501","33.7473248713275","埋蔵文化財包蔵地_点"
"","","178","3416","135.405163105092","33.7440152726527","埋蔵文化財包蔵地_点"
"","","106","3354","135.376033416962","33.731550999945","埋蔵文化財包蔵地_点"
"","","86","3335","135.406286712242","33.7347204363401","埋蔵文化財包蔵地_点"
"","","85","3334","135.407848444345","33.7333333325695","埋蔵文化財包蔵地_点"
"","","76","3324","135.413045985544","33.7381980774455","埋蔵文化財包蔵地_点"
"","","78-1","3326","135.415798943868","33.735615558538","埋蔵文化財包蔵地_点"
"","","77","3325","135.414788696428","33.737548667787","埋蔵文化財包蔵地_点"
"","","75","3323","135.417289630039","33.7407716867866","埋蔵文化財包蔵地_点"
"","","72","3592","135.408203360994","33.6696783118924","埋蔵文化財包蔵地_点"
"","","71","3591","135.40928886942","33.6398795224128","埋蔵文化財包蔵地_点"
"","","48","3568","135.410867215869","33.6712762519895","埋蔵文化財包蔵地_点"
"","","75","3595","135.395904467483","33.6079387852693","埋蔵文化財包蔵地_点"
"","","6","3619","135.403810424366","33.5907431313752","埋蔵文化財包蔵地_点"
"","","60","3696","135.408370269525","33.7014657226301","埋蔵文化財包蔵地_点"
"","","22","3656","135.414660979842","33.6887586811745","埋蔵文化財包蔵地_点"
"","","54","3574","135.395031052084","33.6088564762844","埋蔵文化財包蔵地_点"
"","","44","3680","135.415343969011","33.6902782121252","埋蔵文化財包蔵地_点"
"","","35","3671","135.415724337366","33.6960674362655","埋蔵文化財包蔵地_点"
"","","2","3605","135.380931067849","33.6531124348097","埋蔵文化財包蔵地_点"
"","","1","3604","135.381199406559","33.6527930525906","埋蔵文化財包蔵地_点"
"","","37","3557","135.382365727887","33.6538883505212","埋蔵文化財包蔵地_点"
"","","38","3603","135.380510807932","33.6517747178822","埋蔵文化財包蔵地_点"
"","","87","3336","135.405044581422","33.7359516113086","埋蔵文化財包蔵地_点"
"","","48","1806","135.36964674837","34.2860768986253","埋蔵文化財包蔵地_点"
"","","9","9","135.076869741631","34.2756968301311","埋蔵文化財包蔵地_点"
"","","359","272","135.079086666768","34.275190277664","埋蔵文化財包蔵地_点"
"","","16","15","135.081516467035","34.2767943081889","埋蔵文化財包蔵地_点"
"","","372","288","135.073465556347","34.2858205561286","埋蔵文化財包蔵地_点"
"","","7","7","135.071103056212","34.2912147223056","埋蔵文化財包蔵地_点"
"","","8","8","135.076087187013","34.2812812665034","埋蔵文化財包蔵地_点"
"","","371-3","287","135.067842920205","34.2929069186016","埋蔵文化財包蔵地_点"
"","","6","6","135.06992194442","34.2939316669214","埋蔵文化財包蔵地_点"
"","","371-2","286","135.07302310979","34.2944611153158","埋蔵文化財包蔵地_点"
"","","371-1","285","135.073656882531","34.2977695836384","埋蔵文化財包蔵地_点"
"","","3","3","135.074943840984","34.3046019221573","埋蔵文化財包蔵地_点"
"","","4","4","135.075951876215","34.3029552953942","埋蔵文化財包蔵地_点"
"","","5","5","135.073350058919","34.302227101219","埋蔵文化財包蔵地_点"
"","","2","2","135.080804799898","34.307556370763","埋蔵文化財包蔵地_点"
"","","1","1","135.089410583001","34.3078662498472","埋蔵文化財包蔵地_点"
"","","375-3","296","135.005133572592","34.2848582488225","埋蔵文化財包蔵地_点"
"","","375-2","295","135.001077706112","34.2830391806754","埋蔵文化財包蔵地_点"
"","","375-1","294","135.000422784825","34.279338239281","埋蔵文化財包蔵地_点"
"","","29","28","135.014087476556","34.2952128201949","埋蔵文化財包蔵地_点"
"","","28","27","135.014070690725","34.2898181804869","埋蔵文化財包蔵地_点"
"","","11","11","135.06556134969","34.2710878893476","埋蔵文化財包蔵地_点"
"","","373-1","290","135.067580000032","34.272551944549","埋蔵文化財包蔵地_点"
"","","376","299","135.068956829333","34.2742102308967","埋蔵文化財包蔵地_点"
"","","10","10","135.070688210748","34.2751013819775","埋蔵文化財包蔵地_点"
"","","17","16","135.058049778163","34.2987423053013","埋蔵文化財包蔵地_点"
"","","18","17","135.056944111749","34.2966675830513","埋蔵文化財包蔵地_点"
"","","19","18","135.053995302761","34.2970732909391","埋蔵文化財包蔵地_点"
"","","20","19","135.052720277762","34.2966536111697","埋蔵文化財包蔵地_点"
"","","21","20","135.050957037494","34.2946896224057","埋蔵文化財包蔵地_点"
"","","31","30","135.045925277582","34.294071666923","埋蔵文化財包蔵地_点"
"","","22","21","135.036760437253","34.2955922902137","埋蔵文化財包蔵地_点"
"","","23","22","135.034427886664","34.2959254440287","埋蔵文化財包蔵地_点"
"","","374","292","135.026104721651","34.2931633332602","埋蔵文化財包蔵地_点"
"","","24","23","135.020648753448","34.2921411610412","埋蔵文化財包蔵地_点"
"","","25","24","135.018929999773","34.2897416666271","埋蔵文化財包蔵地_点"
"","","26","25","135.018494360544","34.2846799964621","埋蔵文化財包蔵地_点"
"","","375-4","297","135.015432077378","34.2850355434515","埋蔵文化財包蔵地_点"
"","","27","26","135.014160731848","34.2822455414337","埋蔵文化財包蔵地_点"
"","","30","29","135.009528055932","34.2819291670918","埋蔵文化財包蔵地_点"
"","","375-5","298","135.006878301438","34.2806553429976","埋蔵文化財包蔵地_点"
"","","29","1956","135.317895584174","34.2247063449773","埋蔵文化財包蔵地_点"
"","","4","1898","135.347009786648","34.2275018402684","埋蔵文化財包蔵地_点"
"","","5","1899","135.343981776997","34.2272234679847","埋蔵文化財包蔵地_点"
"","","13","1907","135.339503722579","34.2257290034533","埋蔵文化財包蔵地_点"
"","","9","1903","135.343963426982","34.2245991033495","埋蔵文化財包蔵地_点"
"","","10","1918","135.347318235285","34.2243535652968","埋蔵文化財包蔵地_点"
"","","1","1919","135.34563536966","34.2238769633807","埋蔵文化財包蔵地_点"
"","","2","1920","135.346268491085","34.2245528312804","埋蔵文化財包蔵地_点"
"","","11","1905","135.345335493263","34.2221223020794","埋蔵文化財包蔵地_点"
"","","12","1818","135.362688071446","34.2424602621484","埋蔵文化財包蔵地_点"
"","","2","1896","135.355188998061","34.2327460723526","埋蔵文化財包蔵地_点"
"","","3","1897","135.350885115694","34.2276149843248","埋蔵文化財包蔵地_点"
"","","16","1910","135.3549276214","34.2276823793201","埋蔵文化財包蔵地_点"
"","","8","1902","135.356564110921","34.2357928581931","埋蔵文化財包蔵地_点"
"","","12","1921","135.349069617345","34.2216660191191","埋蔵文化財包蔵地_点"
"","","6","1900","135.342832053053","34.2323636550488","埋蔵文化財包蔵地_点"
"","","7","1901","135.339726856036","34.2288852649415","埋蔵文化財包蔵地_点"
"","","28","1955","135.323704943142","34.2404552540126","埋蔵文化財包蔵地_点"
"","","13","1825","135.359098597454","34.2370842052221","埋蔵文化財包蔵地_点"
"","","1","1895","135.35149522299","34.2403995246265","埋蔵文化財包蔵地_点"
"","","31","1958","135.311108858885","34.2289810119792","埋蔵文化財包蔵地_点"
"","","42","1968","135.313762842888","34.2288229807235","埋蔵文化財包蔵地_点"
"","","27","1954","135.318577115553","34.2282558029165","埋蔵文化財包蔵地_点"
"","","49","1974","135.31793325825","34.2294491940618","埋蔵文化財包蔵地_点"
"","","14","2033","135.314701634105","34.2485523522389","埋蔵文化財包蔵地_点"
"","","158","121","135.298659417036","34.2428604171944","埋蔵文化財包蔵地_点"
"","","385","1500","135.292529273115","34.2358539373758","埋蔵文化財包蔵地_点"
"","","1","1501","135.292898277892","34.2373383583345","埋蔵文化財包蔵地_点"
"","","3","1989","135.295568957157","34.2307037734657","埋蔵文化財包蔵地_点"
"","","2","1991","135.297223610869","34.2302955560382","埋蔵文化財包蔵地_点"
"","","1","1990","135.29613192799","34.2297973474375","埋蔵文化財包蔵地_点"
"","","3","1992","135.297554832278","34.2309734251758","埋蔵文化財包蔵地_点"
"","","156","9999","135.302973890602","34.2477151721409","埋蔵文化財包蔵地_点"
"","","30","1957","135.312171967892","34.2361352613964","埋蔵文化財包蔵地_点"
"","","157","120","135.296909509306","34.2455335747624","埋蔵文化財包蔵地_点"
"","","2","544","135.278489685726","34.2291975144071","埋蔵文化財包蔵地_点"
"","","8","550","135.278807507155","34.2284110735746","埋蔵文化財包蔵地_点"
"","","3","545","135.2784011504","34.227943364841","埋蔵文化財包蔵地_点"
"","","4","546","135.278477027839","34.2275003610865","埋蔵文化財包蔵地_点"
"","","6","548","135.278016254806","34.2269062401367","埋蔵文化財包蔵地_点"
"","","3","535","135.280751020734","34.2287697332066","埋蔵文化財包蔵地_点"
"","","8","540","135.281863781488","34.229236997896","埋蔵文化財包蔵地_点"
"","","1","533","135.280162393504","34.2289486760171","埋蔵文化財包蔵地_点"
"","","4","536","135.280738277796","34.2301044719974","埋蔵文化財包蔵地_点"
"","","6","538","135.281285385887","34.2300715206054","埋蔵文化財包蔵地_点"
"","","7","539","135.281743627033","34.23009572319","埋蔵文化財包蔵地_点"
"","","5","537","135.281246111356","34.2292413888337","埋蔵文化財包蔵地_点"
"","","1","1977","135.285389827513","34.2277740735792","埋蔵文化財包蔵地_点"
"","","2","1929","135.287209168923","34.2277400675499","埋蔵文化財包蔵地_点"
"","","4","1931","135.291822731005","34.2295537739423","埋蔵文化財包蔵地_点"
"","","424","346","135.284123217526","34.2369640322228","埋蔵文化財包蔵地_点"
"","","3","563","135.275004721455","34.2304555558366","埋蔵文化財包蔵地_点"
"","","4","529","135.288017411514","34.233533779287","埋蔵文化財包蔵地_点"
"","","9","551","135.276128467053","34.2294155751075","埋蔵文化財包蔵地_点"
"","","165","558","135.277364693952","34.2321780559584","埋蔵文化財包蔵地_点"
"","","2","527","135.287314137104","34.233229434406","埋蔵文化財包蔵地_点"
"","","1","526","135.287227693607","34.2323595555737","埋蔵文化財包蔵地_点"
"","","3","528","135.288614035848","34.2325678894192","埋蔵文化財包蔵地_点"
"","","6","531","135.289549764351","34.2326632223777","埋蔵文化財包蔵地_点"
"","","168","129","135.276998777953","34.2330047779663","埋蔵文化財包蔵地_点"
"","","163","541","135.27984580259","34.2313661392092","埋蔵文化財包蔵地_点"
"","","4","564","135.275137816765","34.229235169969","埋蔵文化財包蔵地_点"
"","","166","559","135.278253233641","34.2308929732333","埋蔵文化財包蔵地_点"
"","","169","130","135.276174776849","34.2313778249288","埋蔵文化財包蔵地_点"
"","","162","532","135.281045493374","34.2308659851916","埋蔵文化財包蔵地_点"
"","","164","542","135.27828944443","34.2260338887454","埋蔵文化財包蔵地_点"
"","","170","131","135.279493185654","34.2264415463665","埋蔵文化財包蔵地_点"
"","","10","552","135.277962162242","34.2299730495487","埋蔵文化財包蔵地_点"
"","","11","553","135.276028565702","34.2288891324054","埋蔵文化財包蔵地_点"
"","","12","554","135.2762254775","34.2283182509902","埋蔵文化財包蔵地_点"
"","","13","555","135.276290032339","34.2277898635049","埋蔵文化財包蔵地_点"
"","","14","556","135.276514647353","34.2273431425267","埋蔵文化財包蔵地_点"
"","","7","549","135.276807129597","34.2268724288327","埋蔵文化財包蔵地_点"
"","","5","547","135.277177203434","34.2264909561752","埋蔵文化財包蔵地_点"
"","","1","543","135.277498353305","34.2292068734756","埋蔵文化財包蔵地_点"
"","","369","282","135.291918249462","34.2399024167973","埋蔵文化財包蔵地_点"
"","","159","489","135.287684982245","34.2381517263904","埋蔵文化財包蔵地_点"
"","","160","519","135.283749935869","34.2340780647733","埋蔵文化財包蔵地_点"
"","","161","525","135.286432249962","34.2322445001641","埋蔵文化財包蔵地_点"
"","","352","267","135.284985350655","34.230274994433","埋蔵文化財包蔵地_点"
"","","5","1505","135.292492421602","34.2382488936914","埋蔵文化財包蔵地_点"
"","","4","1504","135.290025092194","34.2378759997122","埋蔵文化財包蔵地_点"
"","","3","1503","135.292124723135","34.2373245188721","埋蔵文化財包蔵地_点"
"","","2","1502","135.292262951992","34.2363169536639","埋蔵文化財包蔵地_点"
"","","5","530","135.289064555714","34.2333333329597","埋蔵文化財包蔵地_点"
"","","2","534","135.280139855763","34.2301732229814","埋蔵文化財包蔵地_点"
"","","5","1932","135.2972029061","34.2255883534989","埋蔵文化財包蔵地_点"
"","","6","1933","135.297996944275","34.2240783330578","埋蔵文化財包蔵地_点"
"","","35","1962","135.294500709912","34.2236987354799","埋蔵文化財包蔵地_点"
"","","7","1934","135.29338733249","34.2205097923694","埋蔵文化財包蔵地_点"
"","","8","1935","135.2974374244","34.2212768039755","埋蔵文化財包蔵地_点"
"","","10","1937","135.311933095341","34.222027490011","埋蔵文化財包蔵地_点"
"","","9","1936","135.309248784519","34.2235175001401","埋蔵文化財包蔵地_点"
"","","39","1966","135.316573831549","34.2221280649597","埋蔵文化財包蔵地_点"
"","","7","1401","135.248693333325","34.2231022222391","埋蔵文化財包蔵地_点"
"","","6","1400","135.248948729712","34.2235448944516","埋蔵文化財包蔵地_点"
"","","3","1397","135.250260869973","34.2239213068862","埋蔵文化財包蔵地_点"
"","","167","560","135.27450789119","34.2312618099646","埋蔵文化財包蔵地_点"
"","","4","1398","135.249622777481","34.2239138889955","埋蔵文化財包蔵地_点"
"","","9","1403","135.247869442671","34.2242773369952","埋蔵文化財包蔵地_点"
"","","235","168","135.258563939438","34.22337846658","埋蔵文化財包蔵地_点"
"","","234","167","135.252246309155","34.2201325316956","埋蔵文化財包蔵地_点"
"","","209","1394","135.246197608632","34.2248381650651","埋蔵文化財包蔵地_点"
"","","233","1442","135.256084402274","34.219656733486","埋蔵文化財包蔵地_点"
"","","236","169","135.259255525766","34.219187521984","埋蔵文化財包蔵地_点"
"","","5","1399","135.248376889195","34.2245229723205","埋蔵文化財包蔵地_点"
"","","2","1396","135.250584475849","34.2226900883623","埋蔵文化財包蔵地_点"
"","","1","1395","135.250663573736","34.2214316656665","埋蔵文化財包蔵地_点"
"","","8","1402","135.24774332564","34.2232133275476","埋蔵文化財包蔵地_点"
"","","428","568","135.248343780279","34.227110148516","埋蔵文化財包蔵地_点"
"","","1","561","135.27449826175","34.2304836824185","埋蔵文化財包蔵地_点"
"","","389","312","135.254091197326","34.2414476722721","埋蔵文化財包蔵地_点"
"","","174","135","135.251948611015","34.2340605558061","埋蔵文化財包蔵地_点"
"","","175","136","135.246767018987","34.232380411195","埋蔵文化財包蔵地_点"
"","","176","137","135.247981756169","34.2301423442168","埋蔵文化財包蔵地_点"
"","","182","1506","135.250174999607","34.2256335559928","埋蔵文化財包蔵地_点"
"","","179","140","135.250827857727","34.2295732550795","埋蔵文化財包蔵地_点"
"","","180","566","135.254620477791","34.2314266091605","埋蔵文化財包蔵地_点"
"","","181","567","135.255528924017","34.2304476085511","埋蔵文化財包蔵地_点"
"","","173","134","135.259753312873","34.2312441524667","埋蔵文化財包蔵地_点"
"","","171","132","135.261281065502","34.2353772679631","埋蔵文化財包蔵地_点"
"","","172","133","135.26143666707","34.2363661108056","埋蔵文化財包蔵地_点"
"","","2","562","135.274542056384","34.2293039722605","埋蔵文化財包蔵地_点"
"","","434","356","135.193769972034","34.2474118329725","埋蔵文化財包蔵地_点"
"","","38","34","135.105963888733","34.2628791670443","埋蔵文化財包蔵地_点"
"","","364","277","135.115489054298","34.264421217339","埋蔵文化財包蔵地_点"
"","","39","35","135.112372499653","34.2634600001153","埋蔵文化財包蔵地_点"
"","","34","370","135.098408619014","34.263413790052","埋蔵文化財包蔵地_点"
"","","37","33","135.099526477005","34.2606193699597","埋蔵文化財包蔵地_点"
"","","35","371","135.099345166669","34.2632921340204","埋蔵文化財包蔵地_点"
"","","41","37","135.123533055583","34.2652133324169","埋蔵文化財包蔵地_点"
"","","33","369","135.092599640639","34.2633297543137","埋蔵文化財包蔵地_点"
