"名称","住所","MTENO","LinkNo","経度","緯度","分類"
"","","35","3029","135.322625531927","33.7898551983547","埋蔵文化財包蔵地_点"
"","","36","3030","135.321122739385","33.7902892417652","埋蔵文化財包蔵地_点"
"","","45","3040","135.319661883504","33.7901996455218","埋蔵文化財包蔵地_点"
"","","32","3026","135.330129219431","33.7898783196048","埋蔵文化財包蔵地_点"
"","","43","3037","135.329030921834","33.7924872146629","埋蔵文化財包蔵地_点"
"","","31","3025","135.331392943485","33.7943373527866","埋蔵文化財包蔵地_点"
"","","46","3041","135.325011086488","33.7978507122173","埋蔵文化財包蔵地_点"
"","","30","3024","135.326390227754","33.7993169996203","埋蔵文化財包蔵地_点"
"","","174","3412","135.365444645016","33.8062818434771","埋蔵文化財包蔵地_点"
"","","54","3048","135.326144693969","33.7833333329546","埋蔵文化財包蔵地_点"
"","","53","3047","135.335944993247","33.7819877834492","埋蔵文化財包蔵地_点"
"","","38","3032","135.319046256695","33.7851759070798","埋蔵文化財包蔵地_点"
"","","3","3118","135.298955526736","33.7709072164334","埋蔵文化財包蔵地_点"
"","","16","3115","135.29798468743","33.7712466335594","埋蔵文化財包蔵地_点"
"","","21","3072","135.308979863227","33.782055477711","埋蔵文化財包蔵地_点"
"","","7","3254","135.35367905987","33.7765158528685","埋蔵文化財包蔵地_点"
"","","5","3252","135.357595928617","33.7729367372992","埋蔵文化財包蔵地_点"
"","","148","3387","135.372419519932","33.771780095034","埋蔵文化財包蔵地_点"
"","","4","3251","135.351792804185","33.7789884840892","埋蔵文化財包蔵地_点"
"","","48","3042","135.315256651159","33.7856085344031","埋蔵文化財包蔵地_点"
"","","25","3076","135.316095925442","33.7814488695372","埋蔵文化財包蔵地_点"
"","","1","3121","135.315197993299","33.7775890685416","埋蔵文化財包蔵地_点"
"","","22","3073","135.310714602037","33.7820307071527","埋蔵文化財包蔵地_点"
"","","24","3075","135.313860184754","33.7784715608596","埋蔵文化財包蔵地_点"
"","","146","3385","135.370677639033","33.7621284718925","埋蔵文化財包蔵地_点"
"","","143","3382","135.365373249786","33.7636945392558","埋蔵文化財包蔵地_点"
"","","6","3253","135.364882500525","33.7654855562994","埋蔵文化財包蔵地_点"
"","","142","3381","135.368261446113","33.766540658981","埋蔵文化財包蔵地_点"
"","","147","3386","135.370625555907","33.7647699998553","埋蔵文化財包蔵地_点"
"","","141","3380","135.371501082712","33.7681930282624","埋蔵文化財包蔵地_点"
"","","144","3383","135.363917500371","33.7602150000518","埋蔵文化財包蔵地_点"
"","","1","3116","135.299055601464","33.7702177140918","埋蔵文化財包蔵地_点"
"","","20","3071","135.302586749536","33.7689290276863","埋蔵文化財包蔵地_点"
"","","17","3068","135.299277975526","33.7691614145232","埋蔵文化財包蔵地_点"
"","","18","3069","135.29880840165","33.7663258636861","埋蔵文化財包蔵地_点"
"","","19","3070","135.296837500207","33.7666294443335","埋蔵文化財包蔵地_点"
"","","1","3134","135.322556306106","33.7700826389219","埋蔵文化財包蔵地_点"
"","","2","3135","135.322013188179","33.7704797808919","埋蔵文化財包蔵地_点"
"","","3","3136","135.323161500096","33.7703368059154","埋蔵文化財包蔵地_点"
"","","4","3137","135.323679111089","33.7705375559103","埋蔵文化財包蔵地_点"
"","","29","3080","135.323705760435","33.7681310178351","埋蔵文化財包蔵地_点"
"","","31","3082","135.325643082776","33.7669289436445","埋蔵文化財包蔵地_点"
"","","30","3081","135.324356653863","33.7635337661281","埋蔵文化財包蔵地_点"
"","","11","3258","135.357021236084","33.758382439084","埋蔵文化財包蔵地_点"
"","","32","3083","135.326547722036","33.7627852219112","埋蔵文化財包蔵地_点"
"","","5","3128","135.330604563518","33.7628330828452","埋蔵文化財包蔵地_点"
"","","1","3124","135.329236970304","33.7624165804996","埋蔵文化財包蔵地_点"
"","","2","3125","135.330045006535","33.7622081687123","埋蔵文化財包蔵地_点"
"","","3","3126","135.330409962012","33.7609892094661","埋蔵文化財包蔵地_点"
"","","4","3127","135.331145490727","33.7615820124724","埋蔵文化財包蔵地_点"
"","","6","3129","135.331261542831","33.7626488156489","埋蔵文化財包蔵地_点"
"","","171","3409","135.36002384041","33.762706960166","埋蔵文化財包蔵地_点"
"","","12","3259","135.361177796315","33.7620987306839","埋蔵文化財包蔵地_点"
"","","8","3255","135.36188555959","33.7708890132044","埋蔵文化財包蔵地_点"
"","","35","3123","135.329753767233","33.7630138421878","埋蔵文化財包蔵地_点"
"","","175","3413","135.350715421797","33.7666326639656","埋蔵文化財包蔵地_点"
"","","24","3018","135.322383003714","33.8188115288417","埋蔵文化財包蔵地_点"
"","","23","3017","135.329047976011","33.8187830509425","埋蔵文化財包蔵地_点"
"","","22","3016","135.335854352799","33.8153656650085","埋蔵文化財包蔵地_点"
"","","21","3015","135.357942324227","33.8150060322221","埋蔵文化財包蔵地_点"
"","","20","2967","135.341333681131","33.922849756204","埋蔵文化財包蔵地_点"
"","","13","2960","135.295866941049","33.9573954510117","埋蔵文化財包蔵地_点"
"","","15","2962","135.301178039935","33.9492969152014","埋蔵文化財包蔵地_点"
"","","21","2968","135.352106978001","33.9339127565153","埋蔵文化財包蔵地_点"
"","","19","2966","135.317357288184","33.9362008115854","埋蔵文化財包蔵地_点"
"","","23","2970","135.329216200104","33.9491152444401","埋蔵文化財包蔵地_点"
"","","24","2971","135.319391382905","33.9606901902018","埋蔵文化財包蔵地_点"
"","","22","2969","135.332696429215","33.9495675813837","埋蔵文化財包蔵地_点"
"","","14","2989","135.35401581129","33.9351215508935","埋蔵文化財包蔵地_点"
"","","9","3256","135.35776883316","33.7822834441412","埋蔵文化財包蔵地_点"
"","","12","3063","135.287452838344","33.7774580456607","埋蔵文化財包蔵地_点"
"","","23","3120","135.316080125794","33.7795232362001","埋蔵文化財包蔵地_点"
"","","2","3122","135.316390731459","33.7785795605108","埋蔵文化財包蔵地_点"
"","","52","3098","135.329363384615","33.7718774065023","埋蔵文化財包蔵地_点"
"","","46","3092","135.326933500043","33.7717526938857","埋蔵文化財包蔵地_点"
"","","5","3138","135.323951360752","33.7711577780437","埋蔵文化財包蔵地_点"
"","","28","3079","135.320007578096","33.7715305661405","埋蔵文化財包蔵地_点"
"","","39","3133","135.321705500091","33.772162360926","埋蔵文化財包蔵地_点"
"","","47","3093","135.328237099261","33.7731845995953","埋蔵文化財包蔵地_点"
"","","48","3094","135.330083113171","33.7742822740245","埋蔵文化財包蔵地_点"
"","","49","3095","135.328737109046","33.7756005994065","埋蔵文化財包蔵地_点"
"","","53","3099","135.333923120065","33.7745304168281","埋蔵文化財包蔵地_点"
"","","50","3096","135.333817240141","33.7801124936887","埋蔵文化財包蔵地_点"
"","","49","3043","135.333201254545","33.7774818677103","埋蔵文化財包蔵地_点"
"","","51","3097","135.338274749954","33.7763078608979","埋蔵文化財包蔵地_点"
"","","2","2996","135.341197240018","33.7747927953707","埋蔵文化財包蔵地_点"
"","","4","2998","135.347142614082","33.7783153813464","埋蔵文化財包蔵地_点"
"","","3","2997","135.342755104961","33.777063230913","埋蔵文化財包蔵地_点"
"","","1","2995","135.337742717171","33.7782635373189","埋蔵文化財包蔵地_点"
"","","38","3088","135.323920117224","33.7724693355941","埋蔵文化財包蔵地_点"
"","","26","3077","135.319426068505","33.7792010850471","埋蔵文化財包蔵地_点"
"","","40","3090","135.324598921039","33.7747765749088","埋蔵文化財包蔵地_点"
"","","58","3103","135.330485513148","33.7820552899124","埋蔵文化財包蔵地_点"
"","","57","3102","135.317214542225","33.7781567414394","埋蔵文化財包蔵地_点"
"","","44","3091","135.325914500519","33.7790033609855","埋蔵文化財包蔵地_点"
"","","15","3009","135.336960933703","33.7985037397703","埋蔵文化財包蔵地_点"
"","","34","3028","135.320682273327","33.7945012298781","埋蔵文化財包蔵地_点"
"","","33","3027","135.321550241016","33.7965538750331","埋蔵文化財包蔵地_点"
"","","29","3023","135.321069302653","33.801347207278","埋蔵文化財包蔵地_点"
"","","14","3008","135.338904999952","33.7929697617131","埋蔵文化財包蔵地_点"
"","","19","3013","135.339219401725","33.7943127747733","埋蔵文化財包蔵地_点"
"","","16","3010","135.338969582994","33.8014092874121","埋蔵文化財包蔵地_点"
"","","17","3011","135.340593253548","33.8008991567664","埋蔵文化財包蔵地_点"
"","","18","3012","135.337696807098","33.8060225279632","埋蔵文化財包蔵地_点"
"","","28","3022","135.326308263828","33.8052684887075","埋蔵文化財包蔵地_点"
"","","27","3021","135.329544361921","33.8089407046485","埋蔵文化財包蔵地_点"
"","","26","3020","135.328863756214","33.8110736674947","埋蔵文化財包蔵地_点"
"","","25","3019","135.327602888002","33.812783104628","埋蔵文化財包蔵地_点"
"","","20","3014","135.353184531151","33.8142463698632","埋蔵文化財包蔵地_点"
"","","13","3007","135.338288919656","33.7885797847299","埋蔵文化財包蔵地_点"
"","","2","3249","135.3623281391","33.7958039718179","埋蔵文化財包蔵地_点"
"","","1","3248","135.362574986382","33.79741893232","埋蔵文化財包蔵地_点"
"","","3","3250","135.359383746618","33.7847871280692","埋蔵文化財包蔵地_点"
"","","10","3257","135.355419306027","33.7807960279531","埋蔵文化財包蔵地_点"
"","","159","3398","135.349956944555","33.7906736674565","埋蔵文化財包蔵地_点"
"","","10","3004","135.347366227397","33.790214385371","埋蔵文化財包蔵地_点"
"","","8","3002","135.347029529717","33.787891183787","埋蔵文化財包蔵地_点"
"","","6","3000","135.342318289662","33.7820536282259","埋蔵文化財包蔵地_点"
"","","5","2999","135.33860851229","33.7817616158569","埋蔵文化財包蔵地_点"
"","","39","3185","135.282013610312","33.8685067256868","埋蔵文化財包蔵地_点"
"","","37","3183","135.264342570745","33.8609965985494","埋蔵文化財包蔵地_点"
"","","38","3184","135.267999829933","33.8600942955724","埋蔵文化財包蔵地_点"
"","","36","3182","135.263652640267","33.856084582917","埋蔵文化財包蔵地_点"
"","","39","2915","135.260639934171","33.9011005972066","埋蔵文化財包蔵地_点"
"","","42","3036","135.348748582354","33.8493669825162","埋蔵文化財包蔵地_点"
"","","21","3269","135.374068046593","33.7605792361856","埋蔵文化財包蔵地_点"
"","","18","3266","135.37395222244","33.7658694438498","埋蔵文化財包蔵地_点"
"","","50","3044","135.366784400074","33.8474616916527","埋蔵文化財包蔵地_点"
"","","30","2906","135.24599976562","33.9432441935258","埋蔵文化財包蔵地_点"
"","","40","2916","135.20776446135","33.9278834817999","埋蔵文化財包蔵地_点"
"","","29","2905","135.215569765775","33.9245452743696","埋蔵文化財包蔵地_点"
"","","31","2907","135.187345563097","33.913335246702","埋蔵文化財包蔵地_点"
"","","13","2894","135.188224753342","33.9143982722387","埋蔵文化財包蔵地_点"
"","","32","2908","135.191662184913","33.9069070620482","埋蔵文化財包蔵地_点"
"","","6","2937","135.202496994745","33.8988053770753","埋蔵文化財包蔵地_点"
"","","10","2891","135.186312058748","33.9116501635737","埋蔵文化財包蔵地_点"
"","","42","2918","135.185014109454","33.9129323317339","埋蔵文化財包蔵地_点"
"","","9","2890","135.182382716412","33.9105496600503","埋蔵文化財包蔵地_点"
"","","18","2931","135.199835491401","33.9002902473194","埋蔵文化財包蔵地_点"
"","","20","2942","135.209743475776","33.9117098500752","埋蔵文化財包蔵地_点"
"","","4","2946","135.210476614217","33.9105126062751","埋蔵文化財包蔵地_点"
"","","3","2945","135.209812696874","33.9092048097411","埋蔵文化財包蔵地_点"
"","","2","2944","135.208741392752","33.9077464829086","埋蔵文化財包蔵地_点"
"","","26","2904","135.22671834006","33.9030666122926","埋蔵文化財包蔵地_点"
"","","1","2943","135.207754528752","33.9068359327231","埋蔵文化財包蔵地_点"
"","","22","2902","135.209130892636","33.9036638516903","埋蔵文化財包蔵地_点"
"","","8","2939","135.201423864371","33.8997574208882","埋蔵文化財包蔵地_点"
"","","7","2938","135.202246647591","33.8996333394451","埋蔵文化財包蔵地_点"
"","","10","2941","135.198547130111","33.8995395958909","埋蔵文化財包蔵地_点"
"","","1","2932","135.199470144495","33.8989031664792","埋蔵文化財包蔵地_点"
"","","3","2934","135.200029724794","33.8986780595543","埋蔵文化財包蔵地_点"
"","","4","2935","135.201172766342","33.8991719142892","埋蔵文化財包蔵地_点"
"","","5","2936","135.201621784078","33.8984346204869","埋蔵文化財包蔵地_点"
"","","2","2933","135.197502625657","33.8990416342224","埋蔵文化財包蔵地_点"
"","","14","2895","135.192917896433","33.9072123581138","埋蔵文化財包蔵地_点"
"","","11","2892","135.195121500499","33.9145756123118","埋蔵文化財包蔵地_点"
"","","36","2912","135.194257006807","33.9175057738937","埋蔵文化財包蔵地_点"
"","","12","2893","135.199621890034","33.9172305845686","埋蔵文化財包蔵地_点"
"","","16","2897","135.19438050734","33.9060382664462","埋蔵文化財包蔵地_点"
"","","17","2898","135.19575222993","33.9020249568668","埋蔵文化財包蔵地_点"
"","","35","2911","135.190612720915","33.9147591504322","埋蔵文化財包蔵地_点"
"","","9","2940","135.198814597636","33.8984278314971","埋蔵文化財包蔵地_点"
"","","19","2900","135.209175365305","33.9050152940695","埋蔵文化財包蔵地_点"
"","","37","2913","135.20961986561","33.8984012672225","埋蔵文化財包蔵地_点"
"","","23","2903","135.211227181468","33.9019598238385","埋蔵文化財包蔵地_点"
"","","34","2910","135.18777206483","33.9092984664936","埋蔵文化財包蔵地_点"
"","","33","2909","135.189677189332","33.9110784307536","埋蔵文化財包蔵地_点"
"","","33","2527","135.189639391439","33.8993360410596","埋蔵文化財包蔵地_点"
"","","9","2504","135.170411332476","33.9234678297845","埋蔵文化財包蔵地_点"
"","","10","2591","135.168883538853","33.9210946017293","埋蔵文化財包蔵地_点"
"","","5","2590","135.164730667911","33.9244838090524","埋蔵文化財包蔵地_点"
"","","4","2589","135.166027878564","33.9249908717231","埋蔵文化財包蔵地_点"
"","","3","2588","135.166230576607","33.9259459314814","埋蔵文化財包蔵地_点"
"","","2","2587","135.167073773637","33.9265892229112","埋蔵文化財包蔵地_点"
"","","1","2586","135.166445804789","33.9278537989164","埋蔵文化財包蔵地_点"
"","","8","2503","135.168195846994","33.9242292893426","埋蔵文化財包蔵地_点"
"","","4","2585","135.165706232032","33.9279859702143","埋蔵文化財包蔵地_点"
"","","5","2500","135.165498949335","33.9309352197591","埋蔵文化財包蔵地_点"
"","","1","2496","135.163300540837","33.9359335853609","埋蔵文化財包蔵地_点"
"","","29","2523","135.173621462796","33.910061650391","埋蔵文化財包蔵地_点"
"","","3","2925","135.174855402526","33.9188963176855","埋蔵文化財包蔵地_点"
"","","2","2924","135.175787234288","33.9187816670412","埋蔵文化財包蔵地_点"
"","","4","2926","135.176272764643","33.9176672817758","埋蔵文化財包蔵地_点"
"","","1","2923","135.175110712401","33.9178868852968","埋蔵文化財包蔵地_点"
"","","38","2532","135.175514759892","33.8870041214678","埋蔵文化財包蔵地_点"
"","","34","2528","135.173989577571","33.8926671574852","埋蔵文化財包蔵地_点"
"","","36","2624","135.173206621098","33.8911491103957","埋蔵文化財包蔵地_点"
"","","8","2632","135.172567595297","33.8903293591687","埋蔵文化財包蔵地_点"
"","","5","2629","135.173906330843","33.8900633566956","埋蔵文化財包蔵地_点"
"","","4","2628","135.17444670985","33.8900993530866","埋蔵文化財包蔵地_点"
"","","9","2633","135.172051596751","33.8887487823065","埋蔵文化財包蔵地_点"
"","","7","2631","135.172287351528","33.8875895976874","埋蔵文化財包蔵地_点"
"","","2","2626","135.173225002924","33.888122236184","埋蔵文化財包蔵地_点"
"","","69","2562","135.181611714342","33.8884279308645","埋蔵文化財包蔵地_点"
"","","39","2533","135.179210734471","33.8856778425153","埋蔵文化財包蔵地_点"
"","","72","2565","135.176718083019","33.8944434674661","埋蔵文化財包蔵地_点"
"","","37","2531","135.179087653769","33.8899741556446","埋蔵文化財包蔵地_点"
"","","38","2914","135.180769440753","33.9131765642453","埋蔵文化財包蔵地_点"
"","","41","2917","135.179718033128","33.9120287880813","埋蔵文化財包蔵地_点"
"","","6","2630","135.173471112039","33.8902203713464","埋蔵文化財包蔵地_点"
"","","26","2660","135.165410146713","33.8821387960944","埋蔵文化財包蔵地_点"
"","","78","2571","135.168981127001","33.9135057485392","埋蔵文化財包蔵地_点"
"","","3","2621","135.1664092064","33.9134344511602","埋蔵文化財包蔵地_点"
"","","2","2620","135.16692249999","33.9130661104492","埋蔵文化財包蔵地_点"
"","","4","2622","135.16702699516","33.9119426907502","埋蔵文化財包蔵地_点"
"","","1","2619","135.167635820887","33.9113984256234","埋蔵文化財包蔵地_点"
"","","20-5","2623","135.170746272605","33.9128662826935","埋蔵文化財包蔵地_点"
"","","30","2524","135.168840481724","33.9108546693392","埋蔵文化財包蔵地_点"
"","","31","2525","135.16745181887","33.914995872618","埋蔵文化財包蔵地_点"
"","","20","2618","135.165294722189","33.9133930557645","埋蔵文化財包蔵地_点"
"","","22","2517","135.166625276294","33.9058653455218","埋蔵文化財包蔵地_点"
"","","19","2653","135.167925730321","33.8806420552566","埋蔵文化財包蔵地_点"
"","","15","2649","135.164518048722","33.8812244118292","埋蔵文化財包蔵地_点"
"","","80","2573","135.168673054678","33.8873493159068","埋蔵文化財包蔵地_点"
"","","73","2566","135.171750723289","33.885042593003","埋蔵文化財包蔵地_点"
"","","35","2529","135.168596749716","33.8884032836684","埋蔵文化財包蔵地_点"
"","","7","2888","135.178513045548","33.9124779269888","埋蔵文化財包蔵地_点"
"","","15","2928","135.178332481828","33.9145760612182","埋蔵文化財包蔵地_点"
"","","6","2887","135.175894759329","33.9135747105594","埋蔵文化財包蔵地_点"
"","","5","2886","135.17457206223","33.9130172103228","埋蔵文化財包蔵地_点"
"","","4","2885","135.173679541168","33.914875092127","埋蔵文化財包蔵地_点"
"","","3","2884","135.176900563983","33.9167673174049","埋蔵文化財包蔵地_点"
"","","2","2883","135.174248339304","33.916563102396","埋蔵文化財包蔵地_点"
"","","1","2922","135.175207702776","33.9196251472575","埋蔵文化財包蔵地_点"
"","","8","2889","135.181095363939","33.9118355108538","埋蔵文化財包蔵地_点"
"","","1","2929","135.177430760988","33.9133402236598","埋蔵文化財包蔵地_点"
"","","2","2930","135.177739923694","33.9139731377888","埋蔵文化財包蔵地_点"
"","","5","2927","135.173922981872","33.9183517893228","埋蔵文化財包蔵地_点"
"","","12","2507","135.1660490101","33.9162140936791","埋蔵文化財包蔵地_点"
"","","16","3160","135.210541841847","33.8148496957443","埋蔵文化財包蔵地_点"
"","","82","2575","135.198964006347","33.814687075516","埋蔵文化財包蔵地_点"
"","","68","2561","135.198506900318","33.8138524973108","埋蔵文化財包蔵地_点"
"","","17","3161","135.206936692717","33.8140648454364","埋蔵文化財包蔵地_点"
"","","15","3159","135.211613409134","33.8138837230814","埋蔵文化財包蔵地_点"
"","","14","3158","135.218054545203","33.8159589058056","埋蔵文化財包蔵地_点"
"","","13","3157","135.217036907442","33.8209306589871","埋蔵文化財包蔵地_点"
"","","19","3164","135.22127845552","33.8189142199169","埋蔵文化財包蔵地_点"
"","","8-2","3152","135.222899812512","33.8208784875964","埋蔵文化財包蔵地_点"
"","","8-1","3151","135.22310999833","33.8232710568854","埋蔵文化財包蔵地_点"
"","","12","3156","135.218337849224","33.8272858827369","埋蔵文化財包蔵地_点"
"","","11","3155","135.222395333051","33.8250559716768","埋蔵文化財包蔵地_点"
"","","20","3165","135.222045932645","33.8094921273323","埋蔵文化財包蔵地_点"
"","","21","3166","135.223206471971","33.8111024881235","埋蔵文化財包蔵地_点"
"","","22","3209","135.228886943945","33.8042111106774","埋蔵文化財包蔵地_点"
"","","2","3211","135.230722894115","33.8026054705533","埋蔵文化財包蔵地_点"
"","","3","3212","135.231546094899","33.803172831099","埋蔵文化財包蔵地_点"
"","","4","3213","135.23104555888","33.8036645476753","埋蔵文化財包蔵地_点"
"","","5","3214","135.230810332412","33.8040562084893","埋蔵文化財包蔵地_点"
"","","1","3210","135.229014688535","33.8035934937202","埋蔵文化財包蔵地_点"
"","","6","3215","135.230818753051","33.805217258937","埋蔵文化財包蔵地_点"
"","","7","3216","135.23171150692","33.8052919514594","埋蔵文化財包蔵地_点"
"","","8","3217","135.23245106942","33.8053437111388","埋蔵文化財包蔵地_点"
"","","9","3218","135.232339292039","33.8033632317937","埋蔵文化財包蔵地_点"
"","","10","3219","135.232979918705","33.8034925095929","埋蔵文化財包蔵地_点"
"","","11","3220","135.233980814294","33.8042565193232","埋蔵文化財包蔵地_点"
"","","85","2578","135.179601519434","33.8324173550261","埋蔵文化財包蔵地_点"
"","","61","2720","135.179248749364","33.8360437126764","埋蔵文化財包蔵地_点"
"","","67","2560","135.182868639604","33.8313109595039","埋蔵文化財包蔵地_点"
"","","1","2721","135.178185371077","33.8340061554385","埋蔵文化財包蔵地_点"
"","","2","2722","135.178976456223","33.8352081575679","埋蔵文化財包蔵地_点"
"","","4","2724","135.18066720296","33.835294112153","埋蔵文化財包蔵地_点"
"","","5","2725","135.179751381434","33.8339794124498","埋蔵文化財包蔵地_点"
"","","66","2559","135.18454231068","33.8281145392762","埋蔵文化財包蔵地_点"
"","","5","3148","135.242530166712","33.8360152409425","埋蔵文化財包蔵地_点"
"","","3","2723","135.179032044628","33.8344293962332","埋蔵文化財包蔵地_点"
"","","7","3150","135.2251848927","33.8303677340292","埋蔵文化財包蔵地_点"
"","","9","3153","135.223537680245","33.8313098087848","埋蔵文化財包蔵地_点"
"","","10","3154","135.221653438786","33.829008297974","埋蔵文化財包蔵地_点"
"","","46","3221","135.235761168452","33.7834795218955","埋蔵文化財包蔵地_点"
"","","21","3242","135.236914345539","33.7902495727296","埋蔵文化財包蔵地_点"
"","","17","3238","135.23471033599","33.7889991146508","埋蔵文化財包蔵地_点"
"","","20","3241","135.234907255236","33.791119230563","埋蔵文化財包蔵地_点"
"","","19","3240","135.234166719164","33.7907926362185","埋蔵文化財包蔵地_点"
"","","18","3239","135.233299187743","33.7900538496816","埋蔵文化財包蔵地_点"
"","","45-1","3191","135.237032000261","33.7871057221824","埋蔵文化財包蔵地_点"
"","","46","3221","135.236031475682","33.7909199965859","埋蔵文化財包蔵地_点"
"","","30","3175","135.243754823999","33.8093092962235","埋蔵文化財包蔵地_点"
"","","55","3202","135.245279259448","33.8116848777957","埋蔵文化財包蔵地_点"
"","","29","3174","135.240291666523","33.8118275002618","埋蔵文化財包蔵地_点"
"","","27","3172","135.24477816808","33.8041062077308","埋蔵文化財包蔵地_点"
"","","26","3171","135.239804113597","33.8040450420161","埋蔵文化財包蔵地_点"
"","","28","3173","135.240672730552","33.8071225455597","埋蔵文化財包蔵地_点"
"","","25","3170","135.237672783465","33.8029943793971","埋蔵文化財包蔵地_点"
"","","24","3169","135.236359016792","33.8050031059461","埋蔵文化財包蔵地_点"
"","","18-2","3163","135.202929624042","33.8142195652436","埋蔵文化財包蔵地_点"
"","","18-1","3162","135.203978803737","33.8161441331269","埋蔵文化財包蔵地_点"
"","","56","3203","135.225908056348","33.8771863887345","埋蔵文化財包蔵地_点"
"","","2","3144","135.233587619578","33.8621356364866","埋蔵文化財包蔵地_点"
"","","3","3145","135.227555197298","33.8468537873227","埋蔵文化財包蔵地_点"
"","","6","3149","135.225744549031","33.8449760485457","埋蔵文化財包蔵地_点"
"","","4-1","3146","135.232576963754","33.8418661174248","埋蔵文化財包蔵地_点"
"","","79","2572","135.166641330735","33.8791648345869","埋蔵文化財包蔵地_点"
"","","6","2640","135.166892293315","33.8779206703836","埋蔵文化財包蔵地_点"
"","","74","2567","135.171017072059","33.8727269280057","埋蔵文化財包蔵地_点"
"","","57","3204","135.202781437747","33.8639780890862","埋蔵文化財包蔵地_点"
"","","9","2643","135.165783030564","33.8756082991536","埋蔵文化財包蔵地_点"
"","","9","2700","135.170512525558","33.845668251754","埋蔵文化財包蔵地_点"
"","","12","2703","135.169642264935","33.8448821626501","埋蔵文化財包蔵地_点"
"","","58","3205","135.239709721759","33.8385258325621","埋蔵文化財包蔵地_点"
"","","10","2701","135.170164928595","33.8465647145474","埋蔵文化財包蔵地_点"
"","","11","2702","135.168876210633","33.8449581345497","埋蔵文化財包蔵地_点"
"","","13","2704","135.167788394021","33.8463929713773","埋蔵文化財包蔵地_点"
"","","14","2705","135.168329516824","33.8468007037111","埋蔵文化財包蔵地_点"
"","","4-2","3147","135.233731554237","33.8412322263719","埋蔵文化財包蔵地_点"
"","","43","2919","135.22637627669","33.8787093270125","埋蔵文化財包蔵地_点"
"","","2","2711","135.165403206915","33.8464098269179","埋蔵文化財包蔵地_点"
"","","1","2710","135.166020319246","33.8465440548371","埋蔵文化財包蔵地_点"
"","","56","2550","135.169854683829","33.8471420325859","埋蔵文化財包蔵地_点"
"","","58","2552","135.167048166288","33.8436531679015","埋蔵文化財包蔵地_点"
"","","57","2709","135.165453684846","33.8470044181014","埋蔵文化財包蔵地_点"
"","","65","2558","135.168682226005","33.8507460847857","埋蔵文化財包蔵地_点"
"","","52","2546","135.166413377818","33.855184775352","埋蔵文化財包蔵地_点"
"","","54","2548","135.167587080349","33.8505748816964","埋蔵文化財包蔵地_点"
"","","5","2696","135.171347435148","33.8470146848972","埋蔵文化財包蔵地_点"
"","","6","2697","135.170639440297","33.8474663359788","埋蔵文化財包蔵地_点"
"","","45","2539","135.167459077234","33.8659876416951","埋蔵文化財包蔵地_点"
"","","63","2726","135.165694474942","33.8582431031673","埋蔵文化財包蔵地_点"
"","","64","2557","135.162931448397","33.8553049504516","埋蔵文化財包蔵地_点"
"","","7","2733","135.163856851825","33.8583335398389","埋蔵文化財包蔵地_点"
"","","8","2642","135.165671226836","33.8764293198075","埋蔵文化財包蔵地_点"
"","","7","2641","135.16654578006","33.8768139087282","埋蔵文化財包蔵地_点"
"","","5","2639","135.165245237513","33.8789478768678","埋蔵文化財包蔵地_点"
"","","3","2729","135.165012536725","33.8575521759782","埋蔵文化財包蔵地_点"
"","","2","2728","135.16757144908","33.8574822201838","埋蔵文化財包蔵地_点"
"","","1","2727","135.167442661167","33.856880988709","埋蔵文化財包蔵地_点"
"","","53","2547","135.164227658768","33.855979013554","埋蔵文化財包蔵地_点"
"","","8","2734","135.163618708328","33.858850739595","埋蔵文化財包蔵地_点"
"","","17","2651","135.163735461662","33.8808955548861","埋蔵文化財包蔵地_点"
"","","28","2662","135.164683181427","33.8758773043403","埋蔵文化財包蔵地_点"
"","","27","2661","135.164651091223","33.874835610857","埋蔵文化財包蔵地_点"
"","","5","2719","135.173270981841","33.8422864879769","埋蔵文化財包蔵地_点"
"","","4","2718","135.173866348895","33.8417272769832","埋蔵文化財包蔵地_点"
"","","3","2717","135.174263912316","33.8424331779134","埋蔵文化財包蔵地_点"
"","","2","2716","135.174983476232","33.8424152226684","埋蔵文化財包蔵地_点"
"","","1","2715","135.17570393373","33.8426253337575","埋蔵文化財包蔵地_点"
"","","70","2563","135.177581936408","33.8421592854627","埋蔵文化財包蔵地_点"
"","","60","2554","135.17588899148","33.8409598340015","埋蔵文化財包蔵地_点"
"","","16","2707","135.173477088301","33.8458524912066","埋蔵文化財包蔵地_点"
"","","15","2706","135.174023407641","33.846236185158","埋蔵文化財包蔵地_点"
"","","3","2694","135.173144893324","33.8472248620953","埋蔵文化財包蔵地_点"
"","","2","2693","135.172659103275","33.8473653233315","埋蔵文化財包蔵地_点"
"","","1","2692","135.172277378666","33.847380062075","埋蔵文化財包蔵地_点"
"","","4","2695","135.171872214157","33.8468081547216","埋蔵文化財包蔵地_点"
"","","17","2708","135.172485136331","33.8464785898166","埋蔵文化財包蔵地_点"
"","","7","2698","135.171169710251","33.846169012509","埋蔵文化財包蔵地_点"
"","","8","2699","135.171529063027","33.8461745823471","埋蔵文化財包蔵地_点"
"","","59","2714","135.174237709825","33.8431858569322","埋蔵文化財包蔵地_点"
"","","55","2691","135.174522283268","33.8479921476476","埋蔵文化財包蔵地_点"
"","","1","3143","135.181892221811","33.8682672219792","埋蔵文化財包蔵地_点"
