"名称","住所","天LinkNo","天MTENO","経度","緯度","分類"
"","","141","6","135.567984257508","34.2226584895994","史跡_名勝_天然記念物_点"
"","","78","1","135.435635123491","34.2766272397532","史跡_名勝_天然記念物_点"
"","","143","9","135.595009845442","34.2127872047108","史跡_名勝_天然記念物_点"
"","","138","1","135.58385699781","34.2121895650754","史跡_名勝_天然記念物_点"
"","","121","2","135.50130302669","34.340880758207","史跡_名勝_天然記念物_点"
"","","157","14","135.653725610198","34.2438551098442","史跡_名勝_天然記念物_点"
"","","72","2","135.421819093127","34.2592357644153","史跡_名勝_天然記念物_点"
"","","83","4","135.425293628525","34.2665251442108","史跡_名勝_天然記念物_点"
"","","75","6","135.41076036342","34.241101089398","史跡_名勝_天然記念物_点"
"","","74","4","135.414588825305","34.2388574136957","史跡_名勝_天然記念物_点"
"","","140","3","135.576828289569","34.2172039635732","史跡_名勝_天然記念物_点"
"","","132","3","135.628133056399","34.2767177781248","史跡_名勝_天然記念物_点"
"","","71","1","135.405102588463","34.2806320895372","史跡_名勝_天然記念物_点"
"","","106","6","135.648820052414","34.2635139704513","史跡_名勝_天然記念物_点"
"","","95","6","135.311195038127","34.2471845107192","史跡_名勝_天然記念物_点"
"","","96","7","135.324345599111","34.2427201175521","史跡_名勝_天然記念物_点"
"","","23","23","135.292323558565","34.2408309449911","史跡_名勝_天然記念物_点"
"","","24","24","135.281630085149","34.2493476965321","史跡_名勝_天然記念物_点"
"","","85","1","135.279851458705","34.2213304402019","史跡_名勝_天然記念物_点"
"","","14","14","135.265471921383","34.2045904096771","史跡_名勝_天然記念物_点"
"","","16","16","135.258091417463","34.2095542222225","史跡_名勝_天然記念物_点"
"","","8","8","135.018132010314","34.2869588527316","史跡_名勝_天然記念物_点"
"","","15","15","135.075410830316","34.2762640332892","史跡_名勝_天然記念物_点"
"","","161","2","135.177544682049","34.0691837185928","史跡_名勝_天然記念物_点"
"","","188","1","135.231700450732","34.0852634707597","史跡_名勝_天然記念物_点"
"","","160","1","135.159577132646","34.0727735031201","史跡_名勝_天然記念物_点"
"","","197","2","135.258560722425","34.0710837291634","史跡_名勝_天然記念物_点"
"","","198","3","135.268631267603","34.0668327262924","史跡_名勝_天然記念物_点"
"","","202","1","135.351434584658","34.0731807020607","史跡_名勝_天然記念物_点"
"","","58","2","135.348897888922","34.1653028854605","史跡_名勝_天然記念物_点"
"","","61","3","135.480224538101","34.1830586891419","史跡_名勝_天然記念物_点"
"","","62","4","135.439174269199","34.1722285825322","史跡_名勝_天然記念物_点"
"","","63","5","135.353562783291","34.1177153655594","史跡_名勝_天然記念物_点"
"","","41","7","135.210079984234","34.1444746340101","史跡_名勝_天然記念物_点"
"","","41","7","135.195407612714","34.1152728865098","史跡_名勝_天然記念物_点"
"","","44","1","135.165690086182","34.1104991571286","史跡_名勝_天然記念物_点"
"","","162","3","135.120410654725","34.1063482236902","史跡_名勝_天然記念物_点"
"","","180","3","135.168747936083","34.0246215664986","史跡_名勝_天然記念物_点"
"","","178","1","135.172216853296","34.0261991558889","史跡_名勝_天然記念物_点"
"","","230","4","135.15747133948","33.9228204674315","史跡_名勝_天然記念物_点"
"","","189","2","135.213586789059","34.0522891489827","史跡_名勝_天然記念物_点"
"","","236","1","135.132002770757","33.9760176730123","史跡_名勝_天然記念物_点"
"","","172","5","135.131334473895","34.0335304512288","史跡_名勝_天然記念物_点"
"","","170","3","135.177309348372","34.0351537623507","史跡_名勝_天然記念物_点"
"","","242","1","135.185719716242","33.9264872381652","史跡_名勝_天然記念物_点"
"","","168","1","135.16209200527","34.0517942862325","史跡_名勝_天然記念物_点"
"","","368","1","135.87578460522","33.9126586585857","史跡_名勝_天然記念物_点"
"","","237","2","135.094476938226","34.0083501802","史跡_名勝_天然記念物_点"
"","","228","2","135.098741059015","33.9302296401531","史跡_名勝_天然記念物_点"
"","","220","1","135.077702824971","33.886954019914","史跡_名勝_天然記念物_点"
"","","222","3","135.083850457338","33.8881532104544","史跡_名勝_天然記念物_点"
"","","221","2","135.120091768742","33.8966423981868","史跡_名勝_天然記念物_点"
"","","312","13","135.741141563088","33.8600165116457","史跡_名勝_天然記念物_点"
"","","292","13","135.663241386982","33.8324646452873","史跡_名勝_天然記念物_点"
"","","312","13","135.722664673098","33.8611119487878","史跡_名勝_天然記念物_点"
"","","292","13","135.691566232168","33.8478610570361","史跡_名勝_天然記念物_点"
"","","372","7","135.797802986047","33.8652961645059","史跡_名勝_天然記念物_点"
"","","196","1","135.263086600436","34.0413530482653","史跡_名勝_天然記念物_点"
"","","196","1","135.260544439476","34.0505216258045","史跡_名勝_天然記念物_点"
"","","313","17","135.800867284745","33.8946068870418","史跡_名勝_天然記念物_点"
"","","311","12","135.777489601114","33.8379680875882","史跡_名勝_天然記念物_点"
"","","312","13","135.763022964605","33.8593867420601","史跡_名勝_天然記念物_点"
"","","312","13","135.759741039042","33.8820735712419","史跡_名勝_天然記念物_点"
"","","308","5","135.77148429309","33.8374832605292","史跡_名勝_天然記念物_点"
"","","312","13","135.706500134407","33.857581763384","史跡_名勝_天然記念物_点"
"","","266","6","135.284120689159","33.8454594486724","史跡_名勝_天然記念物_点"
"","","265","5","135.368208717898","33.9105514519191","史跡_名勝_天然記念物_点"
"","","208","1","135.15829556432","33.8885801067219","史跡_名勝_天然記念物_点"
"","","223","4","135.145262160563","33.8892819898243","史跡_名勝_天然記念物_点"
"","","209","3","135.162388488465","33.8630706479907","史跡_名勝_天然記念物_点"
"","","357","2","135.984048318904","33.7320633037521","史跡_名勝_天然記念物_点"
"","","360","8","135.986049244222","33.7277370631777","史跡_名勝_天然記念物_点"
"","","362","10","135.991008075353","33.6967667548798","史跡_名勝_天然記念物_点"
"","","356","1","135.990255394829","33.7261052324906","史跡_名勝_天然記念物_点"
"","","362","10","135.996818262269","33.7297767824028","史跡_名勝_天然記念物_点"
"","","358","5","136.002165305907","33.7174227220877","史跡_名勝_天然記念物_点"
"","","361","9","135.978306835754","33.7296362335045","史跡_名勝_天然記念物_点"
"","","363","12","135.992429731455","33.7314586752183","史跡_名勝_天然記念物_点"
"","","363","12","135.985999083358","33.7186422502386","史跡_名勝_天然記念物_点"
"","","362","10","135.926279649387","33.7626125798505","史跡_名勝_天然記念物_点"
"","","292","13","135.642052102914","33.8352687727424","史跡_名勝_天然記念物_点"
"","","312","13","135.762081237462","33.8330517874189","史跡_名勝_天然記念物_点"
"","","294","16","135.635228935805","33.8282607536336","史跡_名勝_天然記念物_点"
"","","307","1","135.758709179239","33.827703547504","史跡_名勝_天然記念物_点"
"","","292","13","135.635172000765","33.8290701210269","史跡_名勝_天然記念物_点"
"","","312","13","135.819766504475","33.802664912105","史跡_名勝_天然記念物_点"
"","","369","2","135.833621806696","33.808272294794","史跡_名勝_天然記念物_点"
"","","371","4","135.839917766488","33.7826126593464","史跡_名勝_天然記念物_点"
"","","371","4","135.854788838151","33.7556615805921","史跡_名勝_天然記念物_点"
"","","292","13","135.624618507702","33.8271137063646","史跡_名勝_天然記念物_点"
"","","370","3","135.839580195767","33.760759585449","史跡_名勝_天然記念物_点"
"","","312","13","135.77437164741","33.8240514021004","史跡_名勝_天然記念物_点"
"","","310","7","135.757655561131","33.8304677892667","史跡_名勝_天然記念物_点"
"","","371","4","135.834259543492","33.8026954492017","史跡_名勝_天然記念物_点"
"","","312","13","135.825943691389","33.8070107981976","史跡_名勝_天然記念物_点"
"","","312","13","135.809595060662","33.8166048757424","史跡_名勝_天然記念物_点"
"","","312","13","135.788873537527","33.8254782806653","史跡_名勝_天然記念物_点"
"","","408","20","135.853623459941","33.715868021235","史跡_名勝_天然記念物_点"
"","","299","2","135.617602343641","33.7228182291564","史跡_名勝_天然記念物_点"
"","","293","15","135.599868894436","33.8103456756492","史跡_名勝_天然記念物_点"
"","","292","13","135.605735305327","33.8153407860248","史跡_名勝_天然記念物_点"
"","","292","13","135.552543055998","33.8009999200216","史跡_名勝_天然記念物_点"
"","","291","12","135.609094014146","33.8166270602624","史跡_名勝_天然記念物_点"
"","","292","13","135.621078280828","33.81690605575","史跡_名勝_天然記念物_点"
"","","292","13","135.570825321829","33.8094926287234","史跡_名勝_天然記念物_点"
"","","351","3","135.56640132491","33.528438029526","史跡_名勝_天然記念物_点"
"","","349","1","135.592239854983","33.5021391602309","史跡_名勝_天然記念物_点"
"","","402","13","135.901961290989","33.589112550021","史跡_名勝_天然記念物_点"
"","","408","20","135.936091846239","33.6447388235603","史跡_名勝_天然記念物_点"
"","","408","20","135.910455670411","33.6651940780345","史跡_名勝_天然記念物_点"
"","","394","6","135.903644191541","33.587989929264","史跡_名勝_天然記念物_点"
"","","413","1","135.943842568058","33.5921363317486","史跡_名勝_天然記念物_点"
"","","408","20","135.875692515287","33.6704253837352","史跡_名勝_天然記念物_点"
"","","378","3","135.755538936735","33.4382860075391","史跡_名勝_天然記念物_点"
"","","377","1","135.797447125285","33.4860467256162","史跡_名勝_天然記念物_点"
"","","379","4","135.863709618934","33.4703775899904","史跡_名勝_天然記念物_点"
"","","417","1","135.826661110838","33.5410688890201","史跡_名勝_天然記念物_点"
"","","418","2","135.722165445413","33.5473107480991","史跡_名勝_天然記念物_点"
"","","359","6","135.970945544142","33.672689345555","史跡_名勝_天然記念物_点"
"","","408","20","135.869407487729","33.679486094223","史跡_名勝_天然記念物_点"
"","","320","1","135.399128689023","33.6678078405623","史跡_名勝_天然記念物_点"
"","","326","7","135.42652450798","33.6261748866044","史跡_名勝_天然記念物_点"
"","","323","4","135.377510679764","33.6549972317521","史跡_名勝_天然記念物_点"
"","","326","7","135.407764080668","33.6410452321238","史跡_名勝_天然記念物_点"
"","","321","2","135.351698198707","33.6943322833945","史跡_名勝_天然記念物_点"
"","","322","3","135.36183767014","33.6976094923729","史跡_名勝_天然記念物_点"
"","","278","7","135.369306866177","33.7341911084437","史跡_名勝_天然記念物_点"
"","","322","3","135.358319529536","33.6802798841535","史跡_名勝_天然記念物_点"
"","","322","3","135.342399603063","33.6875425099485","史跡_名勝_天然記念物_点"
"","","281","13","135.351501130896","33.7482335315821","史跡_名勝_天然記念物_点"
"","","267","7","135.222756053199","33.8140108173155","史跡_名勝_天然記念物_点"
"","","252","5","135.292091868305","33.7734272631485","史跡_名勝_天然記念物_点"
"","","249","2","135.271607318606","33.7836824044533","史跡_名勝_天然記念物_点"
"","","257","1","135.342114643099","33.7837939327426","史跡_名勝_天然記念物_点"
"","","261","1","135.235790342725","33.7827343224745","史跡_名勝_天然記念物_点"
"","","264","4","135.231630021998","33.8016462592559","史跡_名勝_天然記念物_点"
"","","301","4","135.516038634642","33.7376835132301","史跡_名勝_天然記念物_点"
"","","334","1","135.463692496757","33.5818360233659","史跡_名勝_天然記念物_点"
"","","277","6","135.375605833055","33.7638850003808","史跡_名勝_天然記念物_点"
"","","350","2","135.487887640633","33.5447859099206","史跡_名勝_天然記念物_点"
"","","345","8","135.453939597112","33.7135642290211","史跡_名勝_天然記念物_点"
"","","303","6","135.489543273891","33.7362694563879","史跡_名勝_天然記念物_点"
"","","294","16","135.5307046452","33.7940870452929","史跡_名勝_天然記念物_点"
"","","275","4","135.379460152774","33.7396386630246","史跡_名勝_天然記念物_点"
"","","292","13","135.525774407945","33.7869419818153","史跡_名勝_天然記念物_点"
"","","292","13","135.529299826967","33.7955684773229","史跡_名勝_天然記念物_点"
"","","273","2","135.374988009325","33.7048852903515","史跡_名勝_天然記念物_点"
"","","274","3","135.383136156954","33.7057768344765","史跡_名勝_天然記念物_点"
"","","344","7","135.440913092495","33.726929378116","史跡_名勝_天然記念物_点"
"","","343","6","135.441747363945","33.7063921965831","史跡_名勝_天然記念物_点"
"","","276","5","135.383249495029","33.7216214444764","史跡_名勝_天然記念物_点"
"","","302","5","135.493448503847","33.7306972320482","史跡_名勝_天然記念物_点"
"","","298","1","135.492233732246","33.7307060735099","史跡_名勝_天然記念物_点"
"","","340","1","135.444455842427","33.7215283718396","史跡_名勝_天然記念物_点"
"","","272","1","135.416086919794","33.7371706783077","史跡_名勝_天然記念物_点"
"","","342","5","135.470088640142","33.748663261726","史跡_名勝_天然記念物_点"
"","","181","4","135.192761219345","33.9976906849777","史跡_名勝_天然記念物_点"
"","","392","3","135.922610106854","33.5845977971018","史跡_名勝_天然記念物_点"
"","","191","4","135.210146685471","34.0631111454741","史跡_名勝_天然記念物_点"
"","","38","3","135.216052383941","34.1477549207225","史跡_名勝_天然記念物_点"
"","","37","2","135.225121819398","34.1554392956129","史跡_名勝_天然記念物_点"
"","","36","1","135.205265783589","34.1729632952439","史跡_名勝_天然記念物_点"
"","","41","7","135.202683457103","34.1387308541287","史跡_名勝_天然記念物_点"
"","","50","10","135.195110528121","34.1289187399487","史跡_名勝_天然記念物_点"
"","","48","6","135.208880202129","34.1285555233133","史跡_名勝_天然記念物_点"
"","","45","2","135.195810009928","34.1250598587168","史跡_名勝_天然記念物_点"
"","","86","2","135.310639133635","34.2162763155196","史跡_名勝_天然記念物_点"
"","","171","4","135.183947118326","34.0284612120252","史跡_名勝_天然記念物_点"
"","","183","6","135.175349581841","34.0186727490355","史跡_名勝_天然記念物_点"
"","","324","5","135.342707405065","33.6854872731599","史跡_名勝_天然記念物_点"
"","","341","4","135.476747953296","33.7166757822855","史跡_名勝_天然記念物_点"
"","","104","3","135.612861886242","34.321212306237","史跡_名勝_天然記念物_点"
"","","250","3","135.276578538024","33.7809613919108","史跡_名勝_天然記念物_点"
"","","251","4","135.295252866884","33.7724873167571","史跡_名勝_天然記念物_点"
"","","248","1","135.320949509432","33.7699862246381","史跡_名勝_天然記念物_点"
"","","229","3","135.153675991811","33.9181740829882","史跡_名勝_天然記念物_点"
"","","227","1","135.141417927616","33.9346542559004","史跡_名勝_天然記念物_点"
"","","211","4","135.174025750171","33.8888847202375","史跡_名勝_天然記念物_点"
"","","212","4","135.172188780369","33.8899235469281","史跡_名勝_天然記念物_点"
"","","216","8","135.162296128456","33.8705782366281","史跡_名勝_天然記念物_点"
"","","263","3","135.233561888224","33.8030003486215","史跡_名勝_天然記念物_点"
"","","262","2","135.247998050879","33.798037643974","史跡_名勝_天然記念物_点"
"","","286","1","135.568681760668","33.9482844028743","史跡_名勝_天然記念物_点"
"","","12","12","135.136371616648","34.2623383441585","史跡_名勝_天然記念物_点"
"","","27","27","135.13476860491","34.2635936466033","史跡_名勝_天然記念物_点"
"","","1","1","135.171712416248","34.230189517153","史跡_名勝_天然記念物_点"
"","","2","2","135.212810346026","34.2294724297481","史跡_名勝_天然記念物_点"
"","","3","3","135.200470713764","34.2451675081733","史跡_名勝_天然記念物_点"
"","","4","4","135.253203116138","34.2745211083729","史跡_名勝_天然記念物_点"
"","","5","5","135.233990775701","34.2236724824302","史跡_名勝_天然記念物_点"
"","","6","6","135.175024622558","34.2616632277094","史跡_名勝_天然記念物_点"
"","","7","7","135.170811668261","34.2291674614839","史跡_名勝_天然記念物_点"
"","","9","9","135.171957411145","34.2254800691479","史跡_名勝_天然記念物_点"
"","","10","10","135.164036157734","34.2306972206075","史跡_名勝_天然記念物_点"
"","","13","13","135.173252087141","34.2292305995235","史跡_名勝_天然記念物_点"
"","","11","11","135.261925231394","34.2625275067682","史跡_名勝_天然記念物_点"
"","","17","17","135.173460863342","34.2240513923007","史跡_名勝_天然記念物_点"
"","","18","18","135.212824295636","34.2637312298513","史跡_名勝_天然記念物_点"
"","","19","19","135.152346709131","34.2096091901918","史跡_名勝_天然記念物_点"
"","","20","20","135.141043539822","34.1883470881466","史跡_名勝_天然記念物_点"
"","","21","21","135.173377448518","34.2207907360005","史跡_名勝_天然記念物_点"
"","","22","22","135.269930765445","34.2753270910023","史跡_名勝_天然記念物_点"
"","","25","25","135.190830720356","34.2484696604059","史跡_名勝_天然記念物_点"
"","","26","26","135.153085568628","34.1941100138838","史跡_名勝_天然記念物_点"
"","","28","28","135.167423218858","34.1905716972025","史跡_名勝_天然記念物_点"
"","","28","28","135.176792829263","34.1886825103284","史跡_名勝_天然記念物_点"
"","","29","29","135.174525303866","34.1859170865106","史跡_名勝_天然記念物_点"
"","","29","29","135.167433906271","34.1899159184373","史跡_名勝_天然記念物_点"
"","","30","30","135.139487443168","34.1934895685632","史跡_名勝_天然記念物_点"
"","","31","31","135.170350264578","34.2619700751424","史跡_名勝_天然記念物_点"
"","","49","7","135.146045812306","34.1312656676971","史跡_名勝_天然記念物_点"
"","","39","5","135.232902333064","34.167666499941","史跡_名勝_天然記念物_点"
"","","47","5","135.165742052929","34.1345096450698","史跡_名勝_天然記念物_点"
"","","57","1","135.34242807682","34.1865462860297","史跡_名勝_天然記念物_点"
"","","68","1","135.341055054778","34.2687804236325","史跡_名勝_天然記念物_点"
"","","90","1","135.331413583602","34.2663678726958","史跡_名勝_天然記念物_点"
"","","91","2","135.316036015214","34.2879311817614","史跡_名勝_天然記念物_点"
"","","92","3","135.322983650831","34.2552030345163","史跡_名勝_天然記念物_点"
"","","93","4","135.293390228017","34.2704532980876","史跡_名勝_天然記念物_点"
"","","94","5","135.282019328175","34.2632644903068","史跡_名勝_天然記念物_点"
"","","126","10","135.488752813173","34.2964235761007","史跡_名勝_天然記念物_点"
"","","139","2","135.578401510414","34.231234273102","史跡_名勝_天然記念物_点"
"","","139","2","135.586346146368","34.2247611406733","史跡_名勝_天然記念物_点"
"","","139","2","135.583339184764","34.2012834283649","史跡_名勝_天然記念物_点"
"","","139","2","135.595911536973","34.2388108224179","史跡_名勝_天然記念物_点"
"","","142","7","135.613727573848","34.2299716673722","史跡_名勝_天然記念物_点"
"","","144","15","135.601068352672","34.1898806510801","史跡_名勝_天然記念物_点"
"","","144","15","135.613009533277","34.1768123018911","史跡_名勝_天然記念物_点"
"","","145","16","135.604806797302","34.2209032212451","史跡_名勝_天然記念物_点"
"","","146","17","135.603248424024","34.2172331625509","史跡_名勝_天然記念物_点"
"","","147","18","135.603618304079","34.2184229034327","史跡_名勝_天然記念物_点"
"","","148","19","135.599721430471","34.2160509201895","史跡_名勝_天然記念物_点"
"","","149","20","135.604406184294","34.2199343563352","史跡_名勝_天然記念物_点"
"","","150","21","135.589790873076","34.1699048959366","史跡_名勝_天然記念物_点"
"","","151","22","135.585196176663","34.2168980790615","史跡_名勝_天然記念物_点"
"","","152","23","135.57966800935","34.214976872153","史跡_名勝_天然記念物_点"
"","","153","24","135.578589342421","34.2152093291128","史跡_名勝_天然記念物_点"
"","","154","25","135.58723465444","34.2161296775873","史跡_名勝_天然記念物_点"
"","","155","26","135.578151871805","34.2116247616933","史跡_名勝_天然記念物_点"
"","","156","27","135.58498271218","34.2180820170694","史跡_名勝_天然記念物_点"
"","","163","4","135.181605805755","34.0661951357108","史跡_名勝_天然記念物_点"
"","","164","5","135.179341685313","34.0576020298911","史跡_名勝_天然記念物_点"
"","","190","3","135.205758306441","34.0630761510875","史跡_名勝_天然記念物_点"
"","","192","5","135.20453394178","34.0635823481867","史跡_名勝_天然記念物_点"
"","","193","6","135.223725949222","34.0755379623207","史跡_名勝_天然記念物_点"
"","","196","1","135.244890875102","34.0739788599127","史跡_名勝_天然記念物_点"
"","","199","4","135.276072076655","34.0967205210506","史跡_名勝_天然記念物_点"
"","","204","3","135.337455088442","34.1060077948339","史跡_名勝_天然記念物_点"
"","","203","2","135.418267419348","34.088845961716","史跡_名勝_天然記念物_点"
"","","325","6","135.34371531397","33.6861658456519","史跡_名勝_天然記念物_点"
"","","327","8","135.336414966469","33.6910554335119","史跡_名勝_天然記念物_点"
"","","327","8","135.330131927914","33.6723735541629","史跡_名勝_天然記念物_点"
"","","327","8","135.331706248851","33.6671011469882","史跡_名勝_天然記念物_点"
"","","329","10","135.414367983937","33.6797643267393","史跡_名勝_天然記念物_点"
"","","330","12","135.384171328565","33.6504921452037","史跡_名勝_天然記念物_点"
"","","335","2","135.485357944969","33.5936701348926","史跡_名勝_天然記念物_点"
"","","336","3","135.45588032374","33.5691875728843","史跡_名勝_天然記念物_点"
"","","243","2","135.176818928803","33.9153081219542","史跡_名勝_天然記念物_点"
"","","344","7","135.444551705957","33.7200429295003","史跡_名勝_天然記念物_点"
"","","345","8","135.439420032166","33.7251364762807","史跡_名勝_天然記念物_点"
"","","351","3","135.522665508722","33.5373045920162","史跡_名勝_天然記念物_点"
"","","364","13","135.984809672628","33.7243719555717","史跡_名勝_天然記念物_点"
"","","419","3","135.76453241099","33.602043644721","史跡_名勝_天然記念物_点"
"","","140","3","135.589975975304","34.2356722091033","史跡_名勝_天然記念物_点"
"","","361","9","135.986019417484","33.7316523806851","史跡_名勝_天然記念物_点"
"","","371","4","135.847070552293","33.8437381766298","史跡_名勝_天然記念物_点"
"","","40","6","135.194570069872","34.1594577690902","史跡_名勝_天然記念物_点"
"","","46","4","135.16541883143","34.1070887986384","史跡_名勝_天然記念物_点"
"","","51","11","135.193144680788","34.1292158777985","史跡_名勝_天然記念物_点"
"","","52","12","135.200142838365","34.1372281739039","史跡_名勝_天然記念物_点"
"","","97","8","135.317701416899","34.3009101944011","史跡_名勝_天然記念物_点"
"","","115","4","135.56619943569","34.3128825929825","史跡_名勝_天然記念物_点"
"","","107","7","135.644985873961","34.3334856473277","史跡_名勝_天然記念物_点"
"","","108","8","135.616763498229","34.2939961018682","史跡_名勝_天然記念物_点"
"","","109","9","135.612335773086","34.3088487468744","史跡_名勝_天然記念物_点"
"","","120","1","135.52140040823","34.2824117163978","史跡_名勝_天然記念物_点"
"","","120","1","135.522655969878","34.2889086633232","史跡_名勝_天然記念物_点"
"","","120","1","135.522015203654","34.2722046624266","史跡_名勝_天然記念物_点"
"","","120","1","135.517411199216","34.2686453402445","史跡_名勝_天然記念物_点"
"","","125","9","135.516946926883","34.2854684368427","史跡_名勝_天然記念物_点"
"","","173","6","135.183400231975","34.0502504761534","史跡_名勝_天然記念物_点"
"","","174","7","135.183379368116","34.0302285614845","史跡_名勝_天然記念物_点"
"","","179","2","135.16813709194","34.0213042355208","史跡_名勝_天然記念物_点"
"","","182","5","135.18331157827","33.9847163807396","史跡_名勝_天然記念物_点"
"","","181","4","135.179784721529","33.9829924999611","史跡_名勝_天然記念物_点"
"","","213","5","135.183479172649","33.8308003700103","史跡_名勝_天然記念物_点"
"","","214","6","135.154201955423","33.9110657934419","史跡_名勝_天然記念物_点"
"","","216","8","135.167181684704","33.916335510858","史跡_名勝_天然記念物_点"
"","","231","5","135.085317102849","33.9234755730835","史跡_名勝_天然記念物_点"
"","","232","6","135.173532014975","33.9786933090118","史跡_名勝_天然記念物_点"
"","","290","11","135.632894343604","33.8285296486207","史跡_名勝_天然記念物_点"
"","","279","9","135.426058884648","33.7233895704168","史跡_名勝_天然記念物_点"
"","","280","12","135.396200672908","33.7881295132484","史跡_名勝_天然記念物_点"
"","","281","13","135.385942043333","33.7301405565982","史跡_名勝_天然記念物_点"
"","","292","13","135.473988780535","33.7806901889623","史跡_名勝_天然記念物_点"
"","","281","13","135.443842770315","33.7617509054805","史跡_名勝_天然記念物_点"
"","","282","14","135.378895001765","33.75177438662","史跡_名勝_天然記念物_点"
"","","282","14","135.37249745172","33.7054418141195","史跡_名勝_天然記念物_点"
"","","282","14","135.397885782547","33.7392720468903","史跡_名勝_天然記念物_点"
"","","292","13","135.506884768966","33.7455714484676","史跡_名勝_天然記念物_点"
"","","282","14","135.41408724902","33.7819746760834","史跡_名勝_天然記念物_点"
"","","282","14","135.349498471438","33.7247619775474","史跡_名勝_天然記念物_点"
"","","282","14","135.395953789685","33.7920225545595","史跡_名勝_天然記念物_点"
"","","292","13","135.600755995938","33.8098440408479","史跡_名勝_天然記念物_点"
"","","309","6","135.773880069427","33.8353451721183","史跡_名勝_天然記念物_点"
"","","315","19","135.721640619282","33.8623638903446","史跡_名勝_天然記念物_点"
"","","314","18","135.715334424644","33.7331541570859","史跡_名勝_天然記念物_点"
"","","312","13","135.741255462827","33.8433322843006","史跡_名勝_天然記念物_点"
"","","313","17","135.786876379079","33.8447712753239","史跡_名勝_天然記念物_点"
"","","130","1","135.608006542311","34.2596135495397","史跡_名勝_天然記念物_点"
"","","253","7","135.319108137533","33.7703620593477","史跡_名勝_天然記念物_点"
"","","380","5","135.778057944053","33.4712819998738","史跡_名勝_天然記念物_点"
"","","382","7","135.665170651339","33.4973020285018","史跡_名勝_天然記念物_点"
"","","382","7","135.882528534527","33.5547766159634","史跡_名勝_天然記念物_点"
"","","382","7","135.723402961506","33.4856333931592","史跡_名勝_天然記念物_点"
"","","382","7","135.687545065924","33.4911464105977","史跡_名勝_天然記念物_点"
"","","381","6","135.826458344257","33.5068786647539","史跡_名勝_天然記念物_点"
"","","396","8","135.889110082649","33.6755650617874","史跡_名勝_天然記念物_点"
"","","403","14","135.891237439958","33.670632795097","史跡_名勝_天然記念物_点"
"","","404","15","135.890669812439","33.667529469959","史跡_名勝_天然記念物_点"
"","","405","16","135.889197774373","33.6680878579074","史跡_名勝_天然記念物_点"
"","","406","17","135.888916306506","33.6689360680788","史跡_名勝_天然記念物_点"
"","","407","18","135.891845386498","33.6681904011735","史跡_名勝_天然記念物_点"
"","","408","20","135.911012728285","33.662932248983","史跡_名勝_天然記念物_点"
"","","408","20","135.931187973239","33.6263466983751","史跡_名勝_天然記念物_点"
"","","408","20","135.961201505484","33.6569638569975","史跡_名勝_天然記念物_点"
"","","408","20","135.882074895614","33.6690509223717","史跡_名勝_天然記念物_点"
"","","408","20","135.872322488431","33.6937867296542","史跡_名勝_天然記念物_点"
