"名称","住所","linkNo","遺跡番号","地図","遺跡名","いせきめい","所在地","種別","時代","立地","遺跡概況","備考","市町村C","経度","緯度","分類"
"","","1857","25","7図","長田観音寺境内古墳","ながたかんのんじけいだいこふん","別所","古墳","古墳","河岸段丘","","","04 紀の川市粉河地区","135.390981023865","34.2702531192951","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.402593378366","34.3072727632265","埋蔵文化財包蔵地_面"
"","","1787","29","7図","志野峠経塚","しのとうげきょうづか","北勢田","経塚","中世～近世","山腹","石碑、封土","","04 紀の川市打田地区","135.384225332971","34.3068322977427","埋蔵文化財包蔵地_面"
"","","1856","24","7図","極楽寺経塚","ごくらくじきょうつか","中津川","経塚","江戸？","山麓","","","04 紀の川市粉河地区","135.402562869624","34.3079295492388","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.403835093382","34.3039387350017","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.403360398926","34.3048546993719","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.403459783348","34.3004660819914","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.40202955538","34.3064464994538","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.403224291316","34.3013227776814","埋蔵文化財包蔵地_面"
"","","1844","12","7図","桜池経塚","さくらいけきょうづか","北志野","経塚","江戸","丘陵端","径4mの円形の盛土、石碑","","04 紀の川市粉河地区","135.385573100495","34.2892043205083","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.404043620814","34.299589620375","埋蔵文化財包蔵地_面"
"","","1840","8","7図","中津川経塚","なかつがわきょうつか","中津川","経塚","江戸","山麓","楕円形の盛土、一字一石経","","04 紀の川市粉河地区","135.398213376361","34.3088174970987","埋蔵文化財包蔵地_面"
"","","2985","10","28図","初湯川の宝篋印塔","うぶゆがわのほうきょういんとう","初湯川","石塔","中世","丘陵裾","昭和61年現在の地に移る。","0","18 日高川町美山地区","135.389349939025","33.9647580280612","埋蔵文化財包蔵地_面"
"","","3304","56","41図","上秋津銅鐸出土地","かみあきづどうたくしゅつどち","上秋津","出土地","弥生","丘陵","銅鐸","0","21 田辺市田辺地区","135.408961690212","33.757255873065","埋蔵文化財包蔵地_面"
"","","3395","156","41図","山田代銅鐸出土地","やまだだいどうたくしゅつどち","上秋津","出土地","弥生","丘陵","銅鐸","0","21 田辺市田辺地区","135.399212844335","33.7533997544264","埋蔵文化財包蔵地_面"
"","","3298","50","41図","千鉢古銭出土地","せんばちこせんしゅつどち","上秋津","出土地","室町","丘陵裾","古銭","0","21 田辺市田辺地区","135.407767656502","33.7630679148336","埋蔵文化財包蔵地_面"
"","","3608","38-5","52図","権現平5号墳","0","才野","古墳","古墳","台地","円墳","0","22 白浜町白浜地区","135.380051970513","33.6526489597201","埋蔵文化財包蔵地_面"
"","","3421","118-3","47図","仮庵山3号経塚","かりほやまさんごうきょうづか","東陽","経塚","鎌倉","丘陵","合子、経筒等、古銭、ガラス小玉、須恵器、瓦器","0","21 田辺市田辺地区","135.38380469868","33.7291062575889","埋蔵文化財包蔵地_面"
"","","3406","167","47図","東本町遺跡","ひがしほんまちいせき","東陽","散布地","中世","海浜","土師器（皿5）","0","21 田辺市田辺地区","135.383834111201","33.7238479350011","埋蔵文化財包蔵地_面"
"","","3595","75","52図","朝来帰遺跡","あさらぎいせき","椿171","古銭出土地","中世","丘陵裾","古銭(240)","0","22 白浜町白浜地区","135.395944924676","33.6074375894856","埋蔵文化財包蔵地_面"
"","","3572","52","52図","袋谷遺跡","ふくろだにいせき","富田","散布地","弥生","丘陵裾","磨製石斧","0","22 白浜町白浜地区","135.400108469361","33.6311813973978","埋蔵文化財包蔵地_面"
"","","3568","48","47図","内ノ川岩陰遺跡","うちのかわいわかげいせき","内ノ川","岩陰","古墳","丘陵","須恵器（杯、高杯、甕）、刀子、鉄鏃、鎌、人骨","0","22 白浜町白浜地区","135.410897388063","33.671815234814","埋蔵文化財包蔵地_面"
"","","3578","58","52図","十九渕遺跡","つづらぶちいせき","十九渕","出土地","縄文","丘陵","有舌尖頭器","0","22 白浜町白浜地区","135.406178222265","33.6511285708598","埋蔵文化財包蔵地_面"
"","","3574","54","52図","塩路遺跡","しおじいせき","椿","散布地","古墳","平地","土師器､人骨","0","22 白浜町白浜地区","135.395025365437","33.6084108846062","埋蔵文化財包蔵地_面"
"","","3592","72","52図","田津原石斧出土地","たづはらせきふしゅつどち","内ノ川","出土地","縄文","丘陵裾","石斧","0","22 白浜町白浜地区","135.408223916785","33.6691645022401","埋蔵文化財包蔵地_面"
"","","3605","38-2","52図","権現平2号墳","0","才野","古墳","古墳","台地","円墳","0","22 白浜町白浜地区","135.380620908377","33.6531117318249","埋蔵文化財包蔵地_面"
"","","3580","60","52図","脇ノ谷古墳","わきのたにこふん","才野1207","古墳","古墳","丘陵","竪穴式石室","0","22 白浜町白浜地区","135.379134678572","33.6534987189995","埋蔵文化財包蔵地_面"
"","","3357","118-1","47図","仮庵山1号経塚","かりほやまいちごうきょうづか","東陽","経塚","鎌倉","丘陵","環状列石、合子、皿、硯、経筒等、椀、瓦器","0","21 田辺市田辺地区","135.383784233698","33.7287186895731","埋蔵文化財包蔵地_面"
"","","3358","118-2","47図","仮庵山2号経塚","かりほやまにごうきょうづか","東陽","経塚","鎌倉","丘陵","合子、皿、硯、経筒等、古銭、ガラス小玉、須恵器、瓦器","0","21 田辺市田辺地区","135.383579695952","33.7290293548608","埋蔵文化財包蔵地_面"
"","","3655","21","47図","朝来銅鐸出土地","あっそどうたくしゅつどち","岩崎","出土地","弥生","山頂","0","0","23 上富田町","135.400720623006","33.6907738504788","埋蔵文化財包蔵地_面"
"","","3653","19","47図","ぬか塚遺跡","ぬかづかいせき","朝来","一里塚","江戸","台地","0","0","23 上富田町","135.416161672636","33.7022454370322","埋蔵文化財包蔵地_面"
"","","3587","67","47図","中池石斧出土地","なかいけせきふしゅつどち","堅田2","出土地","弥生","丘陵","磨製石斧（半欠）","0","22 白浜町白浜地区","135.396020608429","33.6840894671086","埋蔵文化財包蔵地_面"
"","","3366","127","47図","礫山古墳","つぶりやまこふん","あけぼの","古墳","古墳","丘陵","0","0","21 田辺市田辺地区","135.390767288306","33.7300291506685","埋蔵文化財包蔵地_面"
"","","3573","53","52図","朝来帰遠見番所跡","あさらぎとおみばんしょあと","椿","番所跡","近世","河岸段丘","0","0","22 白浜町白浜地区","135.387835963144","33.6019237290056","埋蔵文化財包蔵地_面"
"","","3556","36","52図","後山遺跡","うしろやまいせき","廻り田","散布地","弥生","台地","弥生土器（高杯、鉢）","0","22 白浜町白浜地区","135.38429766216","33.6569073533746","埋蔵文化財包蔵地_面"
"","","3606","38-3","52図","権現平3号墳","0","才野","古墳","古墳","台地","円墳","0","22 白浜町白浜地区","135.38019431055","33.6531130420147","埋蔵文化財包蔵地_面"
"","","3559","39","52図","オリフ古墳","おりふこふん","才野","古墳","古墳","台地","円墳、須恵器、刀子、ガラス玉、釣針","0","22 白浜町白浜地区","135.379836124209","33.6552005837727","埋蔵文化財包蔵地_面"
"","","3281","33","47図","東江原火葬墓","ひがしえばらかそうぼ","稲成町","墳墓","奈良","台地","骨蔵器","","21 田辺市田辺地区","135.379605817215","33.7443109233203","埋蔵文化財包蔵地_面"
"","","3315","67","47図","峯の庄火葬墓","みねのしょうかそうぼ","秋津町","墳墓","奈良","丘陵","蔵骨器","0","21 田辺市田辺地区","135.388944287925","33.7501986761432","埋蔵文化財包蔵地_面"
"","","3318","70","47図","青木古墳","あおきこふん","秋津町","古墳","古墳","丘陵","円墳","0","21 田辺市田辺地区","135.383585942806","33.7438611219331","埋蔵文化財包蔵地_面"
"","","3356","108","47図","南新町古銭出土地","みなみしんまちこせんしゅつどち","南新町","出土地","室町？","沖積地","古銭","0","21 田辺市田辺地区","135.379829464534","33.7329436252464","埋蔵文化財包蔵地_面"
"","","3283","35","47図","糸田古墳","いとだこふん","稲成町","古墳","古墳","丘陵","円墳？","0","21 田辺市田辺地区","135.377837256094","33.7391412376067","埋蔵文化財包蔵地_面"
"","","3278","30","47図","丸橋丘火葬墓","まるばしおかかそうぼ","稲成町","墳墓","奈良","丘陵","蔵骨器、青銅版、蓋杯、和同開珎、神功開宝","","21 田辺市田辺地区","135.38298664792","33.7521430581735","埋蔵文化財包蔵地_面"
"","","3276","28","47図","稲成山古墳","いなりやまこふん","稲成町","古墳","古墳","丘陵","円墳、須恵器、玉類","","21 田辺市田辺地区","135.378343681442","33.7499481491761","埋蔵文化財包蔵地_面"
"","","3277","29","47図","丸橋丘岩陰遺跡","まるばしおかいわかげいせき","稲成町","岩陰","古墳","丘陵","土師器","","21 田辺市田辺地区","135.382752583276","33.7530544154632","埋蔵文化財包蔵地_面"
"","","3310","62","47図","岩倉山銅鐸出土地","いわくらやまどうたくしゅつどち","秋津町","出土地","弥生","丘陵","銅鐸､弥生土器、石器","0","21 田辺市田辺地区","135.40124045424","33.7478987815285","埋蔵文化財包蔵地_面"
"","","3321","73","47図","矢矧岩陰遺跡","やはぎいわかげいせき","秋津町","岩陰遺跡","弥生","丘陵","弥生土器","0","21 田辺市田辺地区","135.401533803832","33.750603503928","埋蔵文化財包蔵地_面"
"","","3553","33","52図","堅田古銭出土地","かたたこせんしゅつどち","堅田","出土地","室町","山腹","古銭","0","22 白浜町白浜地区","135.381610163041","33.6687825791691","埋蔵文化財包蔵地_面"
"","","3610","38-7","52図","権現平7号墳","0","才野","古墳","古墳","台地","円墳","0","22 白浜町白浜地区","135.380630709541","33.6525168575619","埋蔵文化財包蔵地_面"
"","","3560","40","52図","安久川古墳","あくがわこふん","才野1082","古墳","古墳","平地","円墳、横穴式石室、須恵器、丸玉","0","22 白浜町白浜地区","135.379203110637","33.6536358993808","埋蔵文化財包蔵地_面"
"","","3561","41","52図","高見山古墳","たかみやまこふん","才野","古墳","古墳","丘陵","円墳","0","22 白浜町白浜地区","135.377637508108","33.6515518730259","埋蔵文化財包蔵地_面"
"","","3611","38-8","52図","権現平8号墳","0","才野","古墳","古墳","台地","円墳","0","22 白浜町白浜地区","135.381071848593","33.6524811067851","埋蔵文化財包蔵地_面"
"","","3604","38-1","52図","権現平1号墳","0","才野","古墳","古墳","台地","円墳、竪穴式石室、直刀、鏃、鍬先、円筒埴輪","0","22 白浜町白浜地区","135.380887144542","33.6527267545202","埋蔵文化財包蔵地_面"
"","","3609","38-6","52図","権現平6号墳","0","才野","古墳","古墳","台地","円墳","0","22 白浜町白浜地区","135.380329607718","33.6523973225444","埋蔵文化財包蔵地_面"
"","","3607","38-4","52図","権現平4号墳","0","才野","古墳","古墳","台地","円墳","0","22 白浜町白浜地区","135.380400602719","33.6528082999088","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.359381958857","34.2421060276394","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.359597737321","34.242503633396","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.358371895085","34.2367871220074","埋蔵文化財包蔵地_面"
"","","1896","2","11図","神田古墳","こうだこふん","神田","古墳","古墳","丘陵","円墳、横穴式石室","","04 紀の川市桃山地区","135.35518471921","34.2322447016916","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.356600597259","34.2365393950017","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.359753091889","34.2420560535979","埋蔵文化財包蔵地_面"
"","","1910","16","11図","神田経塚","こうだきょうづか","神田","経塚","江戸","山麓","寛延辛未5月","","04 紀の川市桃山地区","135.354965227947","34.2272734750878","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.356361681931","34.2370167610986","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.357834236848","34.2375230702805","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.359475209098","34.2393816552997","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.360002951871","34.2406739585622","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.347135433413","34.2216590953707","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.361788016942","34.2425322862981","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.348307270221","34.2207737183963","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.348188140119","34.2215492669977","埋蔵文化財包蔵地_面"
"","","1903","9","11図","尼ヶ岡古墳","あまがおかこふん","調月","古墳","古墳","丘陵端","円墳","","04 紀の川市桃山地区","135.344505474964","34.224573363991","埋蔵文化財包蔵地_面"
"","","1920","10-2","11図","小林2号墳","0","最上","古墳","古墳","丘陵頂","円墳、7m","","04 紀の川市桃山地区","135.345857726219","34.2247218989001","埋蔵文化財包蔵地_面"
"","","1919","10-1","11図","小林1号墳","0","最上","古墳","古墳","丘陵頂","円墳、11m、竪穴式石室","","04 紀の川市桃山地区","135.345414393039","34.2241355199401","埋蔵文化財包蔵地_面"
"","","1905","11","11図","円山古墳","まるやまこふん","最上","古墳","古墳","丘陵","円墳","","04 紀の川市桃山地区","135.345317663862","34.2226640407052","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.347326150595","34.2208536138206","埋蔵文化財包蔵地_面"
"","","501","159-12","11図","寺山12号墳","0","新庄","古墳","古墳","丘陵","円墳（径約10m、高約3m）、横穴式石室","","01 和歌山市","135.288461976667","34.2359782317125","埋蔵文化財包蔵地_面"
"","","522","160-3","11図","東国山3号墳","0","新庄","古墳","古墳","丘陵","円墳","","01 和歌山市","135.283651845139","34.2352394496855","埋蔵文化財包蔵地_面"
"","","521","160-2","11図","東国山2号墳","0","新庄","古墳","古墳","丘陵","円墳（径約20m、高約4m）、竪穴式石室","","01 和歌山市","135.284368697643","34.2348647059798","埋蔵文化財包蔵地_面"
"","","523","160-4","11図","東国山4号墳","0","新庄","古墳","古墳","丘陵","円墳","","01 和歌山市","135.283449717501","34.2347691266644","埋蔵文化財包蔵地_面"
"","","528","161-3","11図","宮山3号墳","0","金谷","古墳","古墳","山腹","","","01 和歌山市","135.288260015977","34.2324225848599","埋蔵文化財包蔵地_面"
"","","527","161-2","11図","宮山2号墳","0","金谷","古墳","古墳","山腹","","","01 和歌山市","135.287771866559","34.2328162876704","埋蔵文化財包蔵地_面"
"","","529","161-4","11図","宮山4号墳","0","金谷","古墳","古墳","山腹","円墳（径約10m、高約2m）","","01 和歌山市","135.288317452602","34.2329236869063","埋蔵文化財包蔵地_面"
"","","526","161-1","11図","宮山1号墳","0","金谷","古墳","古墳","山腹","","","01 和歌山市","135.287628249302","34.23244637455","埋蔵文化財包蔵地_面"
"","","530","161-5","11図","宮山5号墳","0","金谷","古墳","古墳","山腹","円墳（径約10m、高約2m）","","01 和歌山市","135.288705254901","34.2332578108322","埋蔵文化財包蔵地_面"
"","","531","161-6","11図","宮山6号墳","0","金谷","古墳","古墳","山腹","円墳（径約15m、高約3m）、横穴式石室","","01 和歌山市","135.288992415738","34.2329357065352","埋蔵文化財包蔵地_面"
"","","558","165","11図","小倉神社1号墳","0","金谷","古墳","古墳","丘陵","円墳（径約18m、高約2.5m）","","01 和歌山市","135.277478703368","34.2317409994478","埋蔵文化財包蔵地_面"
"","","559","166","11図","小倉神社2号墳","0","金谷","古墳","古墳","丘陵","円墳（径約13m、高約2m）","","01 和歌山市","135.277498924305","34.231286720825","埋蔵文化財包蔵地_面"
"","","541","163","11図","小倉9号墳","0","金谷","古墳","古墳","山腹","円墳、横穴式石室","","01 和歌山市","135.279894504182","34.2309237883921","埋蔵文化財包蔵地_面"
"","","553","164-11","11図","明楽11号墳","0","金谷","古墳","古墳","山腹","円墳（径約10m、高約2m）","","01 和歌山市","135.277055249695","34.2292890205769","埋蔵文化財包蔵地_面"
"","","543","164-1","11図","明楽1号墳","0","金谷","古墳","古墳","山腹","円墳","","01 和歌山市","135.277213199104","34.2290504239897","埋蔵文化財包蔵地_面"
"","","552","164-10","11図","明楽10号墳","0","金谷","古墳","古墳","山腹","円墳（径約10m、高約2m）","","01 和歌山市","135.277026488927","34.2295514871042","埋蔵文化財包蔵地_面"
"","","551","164-9","11図","明楽9号墳","0","金谷","古墳","古墳","山腹","円墳（径約10m、高約2m）","","01 和歌山市","135.277026476319","34.229766264895","埋蔵文化財包蔵地_面"
"","","544","164-2","11図","明楽2号墳","0","金谷","古墳","古墳","山腹","円墳（径約16m、高約3m）、竪穴式石室（2）、玉類、馬具、須恵器（杯、壺）、土師器、瓦器、滑石製臼玉","","01 和歌山市","135.277284982094","34.2288118119578","埋蔵文化財包蔵地_面"
"","","555","164-13","11図","明楽13号墳","0","金谷","古墳","古墳","山腹","円墳（径約10m、高約2m）","","01 和歌山市","135.27739269976","34.22829279004","埋蔵文化財包蔵地_面"
"","","554","164-12","11図","明楽12号墳","0","金谷","古墳","古墳","山腹","円墳（径約10m、高約2m）","","01 和歌山市","135.277249124001","34.2285433527266","埋蔵文化財包蔵地_面"
"","","556","164-14","11図","明楽14号墳","0","金谷","古墳","古墳","山腹","円墳（径約10m、高約2m）","","01 和歌山市","135.277521998396","34.227982648084","埋蔵文化財包蔵地_面"
"","","518","159-29","11図","寺山29号墳","0","新庄","古墳","古墳","丘陵","","","01 和歌山市","135.289774712038","34.2357077798633","埋蔵文化財包蔵地_面"
"","","549","164-7","11図","明楽7号墳","0","金谷","古墳","古墳","山腹","横穴式石室","","01 和歌山市","135.277679876296","34.2276962792009","埋蔵文化財包蔵地_面"
"","","546","164-4","11図","明楽4号墳","0","金谷","古墳","古墳","山腹","円墳（径約7.5m、高約2.5m）、横穴式石室、直刀、須恵器（杯、高杯、鉢）、土師器（高杯）","","01 和歌山市","135.278146533536","34.2274875626057","埋蔵文化財包蔵地_面"
"","","550","164-8","11図","明楽8号墳","0","金谷","古墳","古墳","山腹","横穴式石室","","01 和歌山市","135.277859335117","34.2281317888928","埋蔵文化財包蔵地_面"
"","","545","164-3","11図","明楽3号墳","0","金谷","古墳","古墳","山腹","円墳、横穴式石室、土師器、（小形壺）、須恵器、（壺、杯、堤瓶、俵壺、坩）、直刀、耳環、鉄鏃","","01 和歌山市","135.277974326858","34.2278812797485","埋蔵文化財包蔵地_面"
"","","511","159-22","11図","寺山22号墳","0","新庄","古墳","古墳","丘陵","円墳","","01 和歌山市","135.289846803203","34.2362669019429","埋蔵文化財包蔵地_面"
"","","548","164-6","11図","明楽6号墳","0","金谷","古墳","古墳","山腹","円墳、横穴式石室、耳環、玉類、鉄刀、鉄鏃、須恵器（壺、杯）","","01 和歌山市","135.277945566597","34.2272190753541","埋蔵文化財包蔵地_面"
"","","561","167-1","11図","モント1号墳","0","金谷","古墳","古墳","丘陵","円墳（径約23m、高約3m）","","01 和歌山市","135.274535165834","34.2301204674012","埋蔵文化財包蔵地_面"
"","","562","167-2","11図","モント2号墳","0","金谷","古墳","古墳","丘陵","円墳（径約13m、高約1.5m）","","01 和歌山市","135.274563992819","34.2297267269559","埋蔵文化財包蔵地_面"
"","","564","167-4","11図","モント4号墳","0","金谷","古墳","古墳","丘陵","円墳（径約10m、高約2m）","","01 和歌山市","135.275109553767","34.2296791406662","埋蔵文化財包蔵地_面"
"","","563","167-3","11図","モント3号墳","0","金谷","古墳","古墳","丘陵","円墳（径約13m、高約1.5m）","","01 和歌山市","135.275030574924","34.2300907372165","埋蔵文化財包蔵地_面"
"","","533","162-1","11図","小倉1号墳","0","金谷","古墳","古墳","山腹","円墳（径約15m、高約3m）、横穴式石室","","01 和歌山市","135.28018153316","34.229222660074","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.279463580146","34.2298906895127","埋蔵文化財包蔵地_面"
"","","536","162-4","11図","小倉4号墳","0","金谷","古墳","古墳","山腹","円墳","","01 和歌山市","135.2807558723","34.2297238435706","埋蔵文化財包蔵地_面"
"","","535","162-3","11図","小倉3号墳","0","金谷","古墳","古墳","山腹","円墳","","01 和歌山市","135.28070558555","34.2293122237276","埋蔵文化財包蔵地_面"
"","","538","162-6","11図","小倉6号墳","0","金谷","古墳","古墳","山腹","","","01 和歌山市","135.281279927876","34.2298730610148","埋蔵文化財包蔵地_面"
"","","540","162-8","11図","小倉8号墳","0","金谷","古墳","古墳","山腹","円墳（径約15m、高約3m）、横穴式石室、（伝）鉄鏃、耳環","","01 和歌山市","135.281854279348","34.2295271094387","埋蔵文化財包蔵地_面"
"","","537","162-5","11図","小倉5号墳","0","金谷","古墳","古墳","山腹","円墳","","01 和歌山市","135.281222533769","34.2294793061152","埋蔵文化財包蔵地_面"
"","","539","162-7","11図","小倉7号墳","0","金谷","古墳","古墳","山腹","","","01 和歌山市","135.281753786096","34.2298612245705","埋蔵文化財包蔵地_面"
"","","1929","2","11図","上瑞古墳","じょうずいこふん","岸宮","古墳","古墳","山腹","円墳、横穴式石室、須恵器","","04 紀の川市貴志川地区","135.287223419558","34.2272290145184","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.286127465845","34.2289502758106","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.285638010831","34.2291719536855","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.285002688414","34.2284331309709","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.28585336162","34.2285356434302","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.285207243392","34.2289730517842","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.285361659781","34.2286320263032","埋蔵文化財包蔵地_面"
"","","495","159-6","11図","寺山6号墳","0","新庄","古墳","古墳","丘陵","円墳（径約6m、高約2m）","","01 和歌山市","135.288000871659","34.2359110516207","埋蔵文化財包蔵地_面"
"","","506","159-17","11図","寺山17号墳","0","新庄","古墳","古墳","丘陵","円墳（径約7m、高約2m）","","01 和歌山市","135.288276292672","34.235969728088","埋蔵文化財包蔵地_面"
"","","507","159-18","11図","寺山18号墳","0","新庄","古墳","古墳","丘陵","円墳（径約7m、高約2m）","","01 和歌山市","135.288701344179","34.2358976471357","埋蔵文化財包蔵地_面"
"","","516","159-27","11図","寺山27号墳","0","新庄","古墳","古墳","丘陵","円墳","","01 和歌山市","135.288303010154","34.2358080003488","埋蔵文化財包蔵地_面"
"","","9999","","","","","","","","","","","","135.288189115682","34.2357526449663","埋蔵文化財包蔵地_面"
"","","498","159-9","11図","寺山9号墳","0","新庄","古墳","古墳","丘陵","円墳（径約7m、高約1m）","","01 和歌山市","135.288115025148","34.2356534729993","埋蔵文化財包蔵地_面"
"","","520","160-1","11図","東国山1号墳","0","新庄","古墳","古墳","丘陵","円墳（径約15m、高約4m）、竪穴式石室、玉類、直刀、鎌、鉄鏃、須恵器（壺、高杯、杯、堤瓶）、土師器、人骨","","01 和歌山市","135.284489501536","34.2355179480193","埋蔵文化財包蔵地_面"
"","","524","160-5","11図","東国山5号墳","0","新庄","古墳","古墳","丘陵","円墳","","01 和歌山市","135.283149255829","34.235219499899","埋蔵文化財包蔵地_面"
"","","496","159-7","11図","寺山7号墳","0","新庄","古墳","古墳","丘陵","円墳（径約7m、高2m）、横穴式石室","","01 和歌山市","135.288105964886","34.2358217050652","埋蔵文化財包蔵地_面"
"","","515","159-26","11図","寺山26号墳","0","新庄","古墳","古墳","丘陵","円墳","","01 和歌山市","135.288624671786","34.2359930362282","埋蔵文化財包蔵地_面"
"","","494","159-5","11図","寺山5号墳","0","新庄","古墳","古墳","丘陵","円墳（径約6m、高約2m）","","01 和歌山市","135.288124518339","34.2359911209998","埋蔵文化財包蔵地_面"
"","","1968","42","11図","三浦家墓所","みうらけぼしょ","北山","墓地","江戸","丘陵","墓碑","","04 紀の川市貴志川地区","135.31372514137","34.2284521966359","埋蔵文化財包蔵地_面"
"","","121","158","11図","小山古墳","こやまこふん","下三毛","古墳","古墳","丘陵端","前方後円墳で竪穴式石室と伝えられる。碧玉製管玉","","01 和歌山市","135.298644168157","34.242345885998","埋蔵文化財包蔵地_面"
"","","1991","3-2","11図","具束壺2号墳","0","岸宮","古墳","古墳","山腹","円墳、横穴式石室、須恵器","","04 紀の川市貴志川地区","135.296580959809","34.2306559105444","埋蔵文化財包蔵地_面"
"","","1992","3-3","11図","具束壺3号墳","0","岸宮","古墳","古墳","山腹","円墳","","04 紀の川市貴志川地区","135.296878440395","34.2311278120232","埋蔵文化財包蔵地_面"
"","","1990","3-1","11図","具束壺1号墳","0","岸宮","古墳","古墳","山腹","円墳？、横穴式石室、須恵器","","04 紀の川市貴志川地区","135.296217856756","34.2304485554175","埋蔵文化財包蔵地_面"
"","","534","162-2","11図","小倉2号墳","0","金谷","古墳","古墳","山腹","円墳","","01 和歌山市","135.280124124554","34.2297356907743","埋蔵文化財包蔵地_面"
"","","547","164-5","11図","明楽5号墳","0","金谷","古墳","古墳","山腹","円墳（径約6m、高約2m）、横穴式石室、耳環、直刀、鉄鏃、馬具、須恵器（杯）、土師器（高杯）","","01 和歌山市","135.277837864739","34.2275173378898","埋蔵文化財包蔵地_面"
"","","510","159-21","11図","寺山21号墳","0","新庄","古墳","古墳","丘陵","円墳（径約10m、高約2m）","","01 和歌山市","135.289142312801","34.2356964675046","埋蔵文化財包蔵地_面"
"","","497","159-8","11図","寺山8号墳","0","新庄","古墳","古墳","丘陵","楕円形状墳丘（東西約4m、南北約16m、高約3m）、横穴式石室(2)","","01 和歌山市","135.287779987444","34.2359013847837","埋蔵文化財包蔵地_面"
"","","509","159-20","11図","寺山20号墳","0","新庄","古墳","古墳","丘陵","円墳（径約10m、高約2m）","","01 和歌山市","135.288947962722","34.2357403494775","埋蔵文化財包蔵地_面"
"","","499","159-10","11図","寺山10号墳","0","新庄","古墳","古墳","丘陵","円墳、横穴式石室","","01 和歌山市","135.288299291571","34.235660841399","埋蔵文化財包蔵地_面"
"","","1407","209-13","10図","山東13号墳","0","禰宜・明王寺","古墳","古墳","丘陵","円墳、径11m、高3.5m、横穴式石室","","01 和歌山市","135.244593077091","34.2234878856569","埋蔵文化財包蔵地_面"
"","","1404","209-10","10図","山東10号墳","0","禰宜・明王寺","古墳","古墳","丘陵","円墳、径約10m","","01 和歌山市","135.246911352898","34.2227595927743","埋蔵文化財包蔵地_面"
"","","1405","209-11","10図","山東11号墳","0","禰宜・明王寺","古墳","古墳","丘陵","円墳、径10m、高4m、横穴式石室","","01 和歌山市","135.246736339089","34.2241334849419","埋蔵文化財包蔵地_面"
"","","1409","209-15","10図","山東15号墳","0","禰宜・明王寺","古墳","古墳","丘陵","須恵器","","01 和歌山市","135.242018781351","34.2223170108657","埋蔵文化財包蔵地_面"
"","","1408","209-14","10図","山東14号墳","0","禰宜・明王寺","古墳","古墳","丘陵","円墳、径7m、横穴式石室","","01 和歌山市","135.242633391126","34.2228173524666","埋蔵文化財包蔵地_面"
"","","573","183-5","10図","和佐5号墳","0","下和佐","古墳","古墳","丘陵","円墳（径約11m、高約2m）","","01 和歌山市","135.24194431174","34.226839602487","埋蔵文化財包蔵地_面"
"","","574","183-6","10図","和佐6号墳","0","下和佐","古墳","古墳","丘陵","円墳（径約9m、高約2.5m）、埴輪","","01 和歌山市","135.241785023437","34.2276782427057","埋蔵文化財包蔵地_面"
"","","575","183-7","10図","和佐7号墳","0","下和佐","古墳","古墳","丘陵","円墳（径約17m、高約4m）、横穴式石室","","01 和歌山市","135.242104114964","34.227257217447","埋蔵文化財包蔵地_面"
"","","1406","209-12","10図","山東12号墳","0","禰宜・明王寺","古墳","古墳","丘陵","円墳、径11m、高3.5m、横穴式石室","","01 和歌山市","135.246273152501","34.2234740353433","埋蔵文化財包蔵地_面"
